"nome_xlsx";"nome_plot";"nome_quantum";"taxa_adm_aa";"primeira_data";"ultima_data";"n_obs";"ret_fundo_acum";"ret_cdi_acum";"janela";"meses";"cobertura_ok";"ret_fundo_aa";"ret_cdi_aa";"excesso_cdi_aa";"percentual_cdi"
"Sparta Max Advisory FIC de FIF RF CP LP RL";"Sparta Max Advisory";"SPARTA MAX ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0035";"2023-07-03";"2026-06-30";"752";"0,4985391099286389";"0,4374821021799329";"36 meses";"36";TRUE;"0,1443424992499569";"0,128584674955896";"1,39624652396391e-02";"1,122548229790727"
"Sparta Top FIC FIF RF CP LP - Resp Limitada";"Sparta Top";"SPARTA TOP RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0030";"2025-12-31";"2026-06-30";"123";"0,0693421451555780";"0,0690511803661034";"6 meses";"6";TRUE;"0,1434926234059333";"0,142870426242159";"5,44416190574104e-04";"1,004354975204734"
"Sparta Top FIC FIF RF CP LP - Resp Limitada";"Sparta Top";"SPARTA TOP RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0030";"2025-07-01";"2026-06-30";"252";"0,1451861500468881";"0,1478274521113714";"12 meses";"12";TRUE;"0,1451861500468881";"0,147827452111371";"-2,30113163753387e-03";"0,982132533391069"
"Sparta Top FIC FIF RF CP LP - Resp Limitada";"Sparta Top";"SPARTA TOP RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0030";"2024-07-01";"2026-06-30";"503";"0,2935588339355450";"0,2870100168583818";"24 meses";"24";TRUE;"0,1373472793898727";"0,134464638875263";"2,54096991288066e-03";"1,021437907681314"
"Sparta Top FIC FIF RF CP LP - Resp Limitada";"Sparta Top";"SPARTA TOP RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0030";"2023-07-03";"2026-06-30";"752";"0,4850521777958277";"0,4374821021799329";"36 meses";"36";TRUE;"0,1408991003397333";"0,128584674955896";"1,09113880926290e-02";"1,095768997262397"
"SulAmérica Crédito Ativo FIRF CP LP";"SulAmérica Crédito Ativo";"SULAMÉRICA CRÉDITO ATIVO RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2025-12-31";"2026-06-30";"123";"0,0696718474537481";"0,0690511803661034";"6 meses";"6";TRUE;"0,1441978612351145";"0,142870426242159";"1,16149211885763e-03";"1,009291181022345"
"SulAmérica Crédito Ativo FIRF CP LP";"SulAmérica Crédito Ativo";"SULAMÉRICA CRÉDITO ATIVO RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2025-07-01";"2026-06-30";"252";"0,1507733290902817";"0,1478274521113714";"12 meses";"12";TRUE;"0,1507733290902817";"0,147827452111371";"2,56648067920962e-03";"1,019927807297192"
"SulAmérica Crédito Ativo FIRF CP LP";"SulAmérica Crédito Ativo";"SULAMÉRICA CRÉDITO ATIVO RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2024-07-01";"2026-06-30";"503";"0,3040360910364965";"0,2870100168583818";"24 meses";"24";TRUE;"0,1419439964536338";"0,134464638875263";"6,59285210139782e-03";"1,055623230322349"
"SulAmérica Crédito Ativo FIRF CP LP";"SulAmérica Crédito Ativo";"SULAMÉRICA CRÉDITO ATIVO RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2023-07-03";"2026-06-30";"752";"0,4948063278540200";"0,4374821021799329";"36 meses";"36";TRUE;"0,1433915435674533";"0,128584674955896";"1,31198561704164e-02";"1,115152669761277"
"SulAmérica Crédito ESG FIRF CP LP IS";"SulAmérica Crédito ESG";"SULAMÉRICA CRÉDITO ESG INVEST SUSTENTÁVEL RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2025-12-31";"2026-06-30";"123";"0,0688203656685666";"0,0690511803661034";"6 meses";"6";TRUE;"0,1423769740678884";"0,142870426242159";"-4,31765634090975e-04";"0,996546155931290"
"SulAmérica Crédito ESG FIRF CP LP IS";"SulAmérica Crédito ESG";"SULAMÉRICA CRÉDITO ESG INVEST SUSTENTÁVEL RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2025-07-01";"2026-06-30";"252";"0,1482173882888171";"0,1478274521113714";"12 meses";"12";TRUE;"0,1482173882888171";"0,147827452111371";"3,39716720251459e-04";"1,002637779193759"
"SulAmérica Crédito ESG FIRF CP LP IS";"SulAmérica Crédito ESG";"SULAMÉRICA CRÉDITO ESG INVEST SUSTENTÁVEL RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2024-07-01";"2026-06-30";"503";"0,3014404866042268";"0,2870100168583818";"24 meses";"24";TRUE;"0,1408069453699108";"0,134464638875263";"5,59057221998160e-03";"1,047167095733851"
"SulAmérica Crédito ESG FIRF CP LP IS";"SulAmérica Crédito ESG";"SULAMÉRICA CRÉDITO ESG INVEST SUSTENTÁVEL RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2023-07-03";"2026-06-30";"752";"0,4987726580765230";"0,4374821021799329";"36 meses";"36";TRUE;"0,1444019449653471";"0,128584674955896";"1,40151380401026e-02";"1,123010537724472"
"Tivio Institucional 15";"Tivio Institucional 15";"TIVIO INSTITUCIONAL 15 RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2025-12-31";"2026-06-30";"123";"0,0691522781316447";"0,0690511803661034";"6 meses";"6";TRUE;"0,1430865938340857";"0,142870426242159";"1,89144444517231e-04";"1,001513032456139"
"Tivio Institucional 15";"Tivio Institucional 15";"TIVIO INSTITUCIONAL 15 RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2025-07-01";"2026-06-30";"252";"0,1504208255525652";"0,1478274521113714";"12 meses";"12";TRUE;"0,1504208255525652";"0,147827452111371";"2,25937568963297e-03";"1,017543246563162"
"Tivio Institucional 15";"Tivio Institucional 15";"TIVIO INSTITUCIONAL 15 RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2024-07-01";"2026-06-30";"503";"0,3053119939661828";"0,2870100168583818";"24 meses";"24";TRUE;"0,1425025137679929";"0,134464638875263";"7,08517005933174e-03";"1,059776867434908"
"Tivio Institucional 15";"Tivio Institucional 15";"TIVIO INSTITUCIONAL 15 RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2023-07-03";"2026-06-30";"752";"0,5112321560540698";"0,4374821021799329";"36 meses";"36";TRUE;"0,1475643867350536";"0,128584674955896";"1,68172687440573e-02";"1,147604773163425"
"Valora Absolute FIF RF CP LP RL";"Valora Absolute";"VALORA ABSOLUTE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2025-12-31";"2026-06-30";"123";"0,0633918548548862";"0,0690511803661034";"6 meses";"6";TRUE;"0,1308022369717152";"0,142870426242159";"-1,05595428784736e-02";"0,915530529390395"
"Valora Absolute FIF RF CP LP RL";"Valora Absolute";"VALORA ABSOLUTE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2025-07-01";"2026-06-30";"252";"0,1387057770348761";"0,1478274521113714";"12 meses";"12";TRUE;"0,1387057770348761";"0,147827452111371";"-7,94690444083423e-03";"0,938295120789722"
"Valora Absolute FIF RF CP LP RL";"Valora Absolute";"VALORA ABSOLUTE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2024-07-01";"2026-06-30";"503";"0,2860277574812340";"0,2870100168583818";"24 meses";"24";TRUE;"0,1340316386597131";"0,134464638875263";"-3,81678018611109e-04";"0,996779820931568"
"Valora Absolute FIF RF CP LP RL";"Valora Absolute";"VALORA ABSOLUTE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2023-07-03";"2026-06-30";"752";"0,4664645482812375";"0,4374821021799329";"36 meses";"36";TRUE;"0,1361190870146716";"0,128584674955896";"6,67598295986971e-03";"1,058594945792412"
"Vinland Crédito Multimercado FIC FI CP";"Vinland Crédito";"VINLAND CRÉDITO RESP LIMITADA FIF CIC MULTIMERCADO CRÉDITO PRIVADO";"0,0070";"2025-12-31";"2026-06-30";"123";"0,0639757183201164";"0,0690511803661034";"6 meses";"6";TRUE;"0,1320443291748077";"0,142870426242159";"-9,47272483281258e-03";"0,924224366426950"
"Vinland Crédito Multimercado FIC FI CP";"Vinland Crédito";"VINLAND CRÉDITO RESP LIMITADA FIF CIC MULTIMERCADO CRÉDITO PRIVADO";"0,0070";"2025-07-01";"2026-06-30";"252";"0,1430802024640012";"0,1478274521113714";"12 meses";"12";TRUE;"0,1430802024640012";"0,147827452111371";"-4,13585651627157e-03";"0,967886548949016"
"Vinland Crédito Multimercado FIC FI CP";"Vinland Crédito";"VINLAND CRÉDITO RESP LIMITADA FIF CIC MULTIMERCADO CRÉDITO PRIVADO";"0,0070";"2024-07-01";"2026-06-30";"503";"0,2936668058796006";"0,2870100168583818";"24 meses";"24";TRUE;"0,1373947449674631";"0,134464638875263";"2,58280954010592e-03";"1,021790904409580"
"Vinland Crédito Multimercado FIC FI CP";"Vinland Crédito";"VINLAND CRÉDITO RESP LIMITADA FIF CIC MULTIMERCADO CRÉDITO PRIVADO";"0,0070";"2023-07-03";"2026-06-30";"752";"0,4931689186250485";"0,4374821021799329";"36 meses";"36";TRUE;"0,1429739010833670";"0,128584674955896";"1,27497975533235e-02";"1,111904673962170"
"XP Corporate Light FIRF CP LP";"XP Corporate Light";"XP CORPORATE LIGHT RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2025-12-31";"2026-06-30";"123";"0,0684382018258420";"0,0690511803661034";"6 meses";"6";TRUE;"0,1415601911208388";"0,142870426242159";"-1,14644240609862e-03";"0,990829206884990"
"XP Corporate Light FIRF CP LP";"XP Corporate Light";"XP CORPORATE LIGHT RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2025-07-01";"2026-06-30";"252";"0,1465267951976503";"0,1478274521113714";"12 meses";"12";TRUE;"0,1465267951976503";"0,147827452111371";"-1,13314672107601e-03";"0,991201519777658"
"XP Corporate Light FIRF CP LP";"XP Corporate Light";"XP CORPORATE LIGHT RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2024-07-01";"2026-06-30";"503";"0,2904250302823812";"0,2870100168583818";"24 meses";"24";TRUE;"0,1359687628990425";"0,134464638875263";"1,32584478373010e-03";"1,011186019137524"
"XP Corporate Light FIRF CP LP";"XP Corporate Light";"XP CORPORATE LIGHT RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2023-07-03";"2026-06-30";"752";"0,4681358859931293";"0,4374821021799329";"36 meses";"36";TRUE;"0,1365505368717814";"0,128584674955896";"7,05827581452567e-03";"1,061950321207545"
"XP Corporate Plus FIC FIF Multi CP RL";"XP Corporate Plus";"XP CORPORATE PLUS RESP LIMITADA FIF CIC MULTIMERCADO CRÉDITO PRIVADO";"0,0075";"2025-12-31";"2026-06-30";"123";"0,0654988753488288";"0,0690511803661034";"6 meses";"6";TRUE;"0,1352878533696191";"0,142870426242159";"-6,63467414890750e-03";"0,946926924822862"
"XP Corporate Plus FIC FIF Multi CP RL";"XP Corporate Plus";"XP CORPORATE PLUS RESP LIMITADA FIF CIC MULTIMERCADO CRÉDITO PRIVADO";"0,0075";"2025-07-01";"2026-06-30";"252";"0,1471461312437141";"0,1478274521113714";"12 meses";"12";TRUE;"0,1471461312437141";"0,147827452111371";"-5,93574292376498e-04";"0,995391107281319"
"XP Corporate Plus FIC FIF Multi CP RL";"XP Corporate Plus";"XP CORPORATE PLUS RESP LIMITADA FIF CIC MULTIMERCADO CRÉDITO PRIVADO";"0,0075";"2024-07-01";"2026-06-30";"503";"0,2712712006748212";"0,2870100168583818";"24 meses";"24";TRUE;"0,1275066299915142";"0,134464638875263";"-6,13329727989376e-03";"0,948253987502217"
"XP Corporate Plus FIC FIF Multi CP RL";"XP Corporate Plus";"XP CORPORATE PLUS RESP LIMITADA FIF CIC MULTIMERCADO CRÉDITO PRIVADO";"0,0075";"2023-07-03";"2026-06-30";"752";"0,4731006065220085";"0,4374821021799329";"36 meses";"36";TRUE;"0,1378302338591246";"0,128584674955896";"8,19217122861438e-03";"1,071902494651092"
"XP Corporate Top CP FIF FIRF LP RL";"XP Corporate Top";"XP CORPORATE TOP RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0075";"2025-12-31";"2026-06-30";"123";"0,0681961878985495";"0,0690511803661034";"6 meses";"6";TRUE;"0,1410430958409934";"0,142870426242159";"-1,59889551711823e-03";"0,987209876464788"
"XP Corporate Top CP FIF FIRF LP RL";"XP Corporate Top";"XP CORPORATE TOP RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0075";"2025-07-01";"2026-06-30";"252";"0,1472436930524643";"0,1478274521113714";"12 meses";"12";TRUE;"0,1472436930524643";"0,147827452111371";"-5,08577363116047e-04";"0,996051078128119"
"XP Corporate Top CP FIF FIRF LP RL";"XP Corporate Top";"XP CORPORATE TOP RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0075";"2024-07-01";"2026-06-30";"503";"0,2873911561514262";"0,2870100168583818";"24 meses";"24";TRUE;"0,1346326084470806";"0,134464638875263";"1,48060649985293e-04";"1,001249172817642"
"XP Corporate Top CP FIF FIRF LP RL";"XP Corporate Top";"XP CORPORATE TOP RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0075";"2023-07-03";"2026-06-30";"752";"0,4714624579062545";"0,4374821021799329";"36 meses";"36";TRUE;"0,1374083060410982";"0,128584674955896";"7,81831552474976e-03";"1,068621171910485"
