"nome_xlsx";"nome_plot";"nome_quantum";"taxa_adm_aa";"inicio_serie_diaria";"fim_serie_diaria";"n_retornos_diarios";"revisar";"serie_atualizada";"elegivel_etapa2";"motivo_inelegibilidade_etapa2";"inicio_serie_mensal";"fim_serie_mensal";"n_meses_completos";"excesso_cdi_aa";"hit_rate_mensal";"hit_rate_6m";"hit_rate_12m";"volatilidade_excesso_aa";"pior_mes";"media_tres_piores_meses";"autocorrelacao_lag1";"max_drawdown_excesso";"meses_para_recuperar";"cluster";"correlacao_media_pares";"correlacao_mediana_pares";"correlacao_maxima";"fundo_mais_correlacionado";"meses_em_comum_com_par_mais_proximo";"benchmark_menor_tracking_error";"menor_tracking_error_aa";"benchmark_maior_correlacao";"maior_correlacao";"n_meses_ida_liq_di";"n_meses_ida_di";"n_meses_irfm_1";"correlacao_ida_liq_di";"correlacao_ida_di";"correlacao_irfm_1";"tracking_error_aa_ida_liq_di";"tracking_error_aa_ida_di";"tracking_error_aa_irfm_1";"excesso_benchmark_aa_ida_liq_di";"excesso_benchmark_aa_ida_di";"excesso_benchmark_aa_irfm_1";"hit_rate_mensal_ida_liq_di";"hit_rate_mensal_ida_di";"hit_rate_mensal_irfm_1";"elegivel_ranking";"motivo_inelegibilidade_ranking"
"Bradesco Ultra II FIF - CIC RF CP LP - RL";"Bradesco Ultra II";"BRADESCO ULTRA II RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2024-07-01";"2026-06-30";"503";FALSE;TRUE;TRUE;NA;"2024-07-01";"2026-06-01";"24";"0,007397978540435446";"0,750000000000000";"0,894736842105263";"1,000000000000000";"0,00467307461939654";"-0,003005881671382271";"-0,001958831736855441";"0,01485832258286931";"-0,00310226267317582";"2";"1";"0,699489181595473";"0,732449880969431";"0,913680017777146";"Occam Crédito Corporativo 30";"24";"IRF-M 1";"0,00399570074927655";"IDA-DI";"0,943827762131831";"24";"24";"24";"0,4068311355895951";"0,943827762131831";"0,573321876847001310";"0,0324332620169676";"0,00829969225392326";"0,00399570074927655";"0,029485381178626646";"-0,000391436276118262";"0,009506474683441901";"0,458333333333333";"0,333333333333333";"0,666666666666667";TRUE;NA
"XP Corporate Top CP FIF FIRF LP RL";"XP Corporate Top";"XP CORPORATE TOP RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0075";"2003-02-19";"2026-06-30";"5866";FALSE;TRUE;TRUE;NA;"2003-03-01";"2026-06-01";"280";"0,007168237599647354";"0,857142857142857";"0,854545454545454";"0,836431226765799";"0,00882854473206779";"-0,024317670742489472";"-0,018215229955711714";"0,46059838963097904";"-0,04390234278853833";"16";"1";"0,717662158222963";"0,759579516123936";"0,938231946855498";"Selection Light";"118";"IDA-DI";"0,01062558159888030";"IDA-DI";"0,743548964935755";"102";"210";"280";"0,6849090369535696";"0,743548964935755";"-0,057400046532895328";"0,0334406797721786";"0,01062558159888030";"0,01127846098682137";"0,008423863231199258";"-0,006235339796409889";"0,002882008401619895";"0,392156862745098";"0,280952380952381";"0,628571428571429";TRUE;NA
"Sparta Top FIC FIF RF CP LP - Resp Limitada";"Sparta Top";"SPARTA TOP RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0030";"2012-02-08";"2026-06-30";"3612";FALSE;TRUE;TRUE;NA;"2012-03-01";"2026-06-01";"172";"0,007062355796904285";"0,854651162790698";"0,844311377245509";"0,770186335403727";"0,01350212752048500";"-0,040336000829606977";"-0,021429607730981681";"0,30780729492925385";"-0,05162152524010621";"13";"1";"0,716095979948564";"0,800838423708380";"0,981805132217547";"Sparta Max Advisory";"86";"IDA-DI";"0,00605113899136169";"IDA-DI";"0,946728893754094";"102";"172";"172";"0,8335920450358026";"0,946728893754094";"-0,134612014342866959";"0,0281997996022739";"0,00605113899136169";"0,01500859565737491";"0,010156423713295837";"-0,003135103227262959";"0,006272355436409249";"0,343137254901961";"0,279069767441860";"0,674418604651163";TRUE;NA
"Augme 30 Advisory CIC RF CP LP RL";"Augme 30 Advisory";"AUGME 30 ADVISORY FIF CIC RENDA FIXA";"0,0060";"2019-05-28";"2026-06-30";"1782";FALSE;TRUE;TRUE;NA;"2019-06-01";"2026-06-01";"85";"0,006956948333098456";"0,764705882352941";"0,762500000000000";"0,689189189189189";"0,01486107502358732";"-0,024696199499742999";"-0,017602818401164917";"0,17795370716370484";"-0,02866113154516592";"12";"1";"0,632651000353977";"0,687736530845452";"0,947244902687315";"Augme 30 II";"33";"IDA-DI";"0,01396984066122067";"IDA LIQ-DI";"0,863511471606282";"85";"85";"85";"0,8635114716062823";"0,855486764483406";"-0,135383124039940073";"0,0330581868190198";"0,01396984066122067";"0,01641751134448927";"0,014485529220886084";"-0,002192613652967523";"0,008374961769170852";"0,447058823529412";"0,294117647058824";"0,729411764705882";TRUE;NA
"AZ Quest Altro Advisory FIC de FIF Multimercado CP";"AZ Quest Altro Advisory";"AZ QUEST ALTRO ADVISORY FIF CIC MULTIMERCADO CRÉDITO PRIVADO";"0,0080";"2019-09-26";"2026-06-30";"1696";FALSE;TRUE;TRUE;NA;"2019-10-01";"2026-06-01";"81";"0,006943712340960806";"0,753086419753086";"0,776315789473684";"0,700000000000000";"0,02720297795085474";"-0,051719118499768624";"-0,029329096217569739";"0,37553372260262485";"-0,06246422992448830";"11";"1";"0,727458876024807";"0,764822050234445";"0,933512411011559";"Porto Seguro Ipê";"79";"IDA-DI";"0,01005033327242582";"IDA-DI";"0,929975193142807";"81";"81";"81";"0,7380796434172490";"0,929975193142807";"-0,140402257031381428";"0,0320460474423092";"0,01005033327242582";"0,02839042328705017";"0,014743168072562263";"-0,002557185184686284";"0,009149446667115591";"0,456790123456790";"0,444444444444444";"0,765432098765432";TRUE;NA
"Persevera Yield FIRF LP";"Persevera Yield";"PERSEVERA YIELD FI RENDA FIXA LP";"0,0070";"2023-10-02";"2026-06-30";"688";FALSE;TRUE;TRUE;NA;"2023-10-01";"2026-06-01";"33";"0,006912477107878123";"0,878787878787879";"1,000000000000000";"1,000000000000000";"0,00169181153717285";"-0,000850459177189955";"-0,000494844733772259";"0,13786340060859842";"-0,00102066346293794";"3";"4";"0,322593122662452";"0,301106040182713";"0,573775699159523";"XP Corporate Plus";"33";"IRF-M 1";"0,00394800976739596";"IDA-DI";"0,220654727244468";"33";"33";"33";"-0,0137749326340466";"0,220654727244468";"0,176261232498953396";"0,0303035166344739";"0,01100178680490326";"0,00394800976739596";"0,011050474873820271";"-0,007015609178913973";"0,010741216342258220";"0,363636363636364";"0,242424242424242";"0,848484848484849";TRUE;NA
"Tríade CIC CLasses FIM CP Resp Limitada";"Tríade";"TRÍADE FIF CIC MULTIMERCADO";"0,0066";"2024-05-06";"2026-06-30";"538";FALSE;TRUE;TRUE;NA;"2024-05-01";"2026-06-01";"25";"0,006903821411217148";"0,760000000000000";"0,600000000000000";"1,000000000000000";"0,00580820865353839";"-0,004026013217584334";"-0,002305033667313087";"-0,01126793619086807";"-0,00429905107651141";"4";"1";"0,663979873034825";"0,717565184852051";"0,889609020430959";"Bradesco Ultra II";"23";"IRF-M 1";"0,00586634434048596";"IDA-DI";"0,877929167315115";"25";"25";"25";"0,4454245415581203";"0,877929167315115";"0,324969284336854847";"0,0313775668963387";"0,00765218512604657";"0,00586634434048596";"0,022552689447438823";"-0,003367620918108605";"0,010532104412436238";"0,440000000000000";"0,280000000000000";"0,720000000000000";TRUE;NA
"Arx Vinson Advisory FIC de FIF RF CP RL";"Arx Vinson Advisory";"ARX VINSON ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO";"0,0050";"2021-07-19";"2026-06-30";"1243";FALSE;TRUE;TRUE;NA;"2021-08-01";"2026-06-01";"59";"0,006900793551405382";"0,728813559322034";"0,759259259259259";"0,666666666666667";"0,00900820785460179";"-0,008922274480915982";"-0,007920418133842996";"0,57885651935805238";"-0,02531607622128795";"16";"1";"0,661404867978987";"0,681466732472681";"0,887422642484216";"XP Corporate Top";"59";"IDA-DI";"0,00730335889016542";"IDA-DI";"0,847011790098257";"59";"59";"59";"0,6711502506795016";"0,847011790098257";"-0,103179469069897264";"0,0381431443627583";"0,00730335889016542";"0,01112356235840670";"0,019684319670331796";"-0,004760498817591663";"0,011076020653300267";"0,406779661016949";"0,254237288135593";"0,661016949152542";TRUE;NA
"SulAmérica Crédito Ativo FIRF CP LP";"SulAmérica Crédito Ativo";"SULAMÉRICA CRÉDITO ATIVO RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2012-03-27";"2026-06-30";"3580";FALSE;TRUE;TRUE;NA;"2012-04-01";"2026-06-01";"171";"0,006625557102764468";"0,777777777777778";"0,807228915662651";"0,843750000000000";"0,01109739734383770";"-0,031681190463560327";"-0,018311156766739001";"0,41617799141335721";"-0,05235852646447758";"21";"1";"0,749261889638308";"0,817275460230535";"0,936679332076275";"Porto Seguro Ipê";"79";"IDA-DI";"0,01039152232365277";"IDA-DI";"0,811115514077546";"102";"171";"171";"0,5652649855055913";"0,811115514077546";"-0,208824195729074791";"0,0355701060312267";"0,01039152232365277";"0,01309630029569274";"0,011038483489187456";"-0,003542777216151816";"0,005927650212969482";"0,352941176470588";"0,321637426900585";"0,666666666666667";TRUE;NA
"JGP Crédito Advisory FIF Multimercado CP RL";"JGP Crédito Advisory";"JGP CRÉDITO ADVISORY RESP LIMITADA FIF MULTIMERCADO CRÉDITO PRIVADO";"0,0110";"2017-12-21";"2026-06-30";"2138";FALSE;TRUE;TRUE;NA;"2018-01-01";"2026-06-01";"102";"0,006459503565982461";"0,735294117647059";"0,762886597938144";"0,747252747252747";"0,03046634334978810";"-0,079403085865454193";"-0,034178958880791588";"0,20718824367635211";"-0,08959389713187027";"23";"1";"0,693904196770469";"0,714407702709363";"0,967379631320420";"JGP Corporate FEEDER II";"102";"IDA-DI";"0,01421390413434020";"IDA-DI";"0,912945937067022";"102";"102";"102";"0,6269009164832426";"0,912945937067022";"-0,156983397401766755";"0,0331327801752467";"0,01421390413434020";"0,03163878087709947";"0,011014946430365491";"-0,002683134938954668";"0,006876541628070276";"0,441176470588235";"0,500000000000000";"0,715686274509804";TRUE;NA
"Safra Vitesse Classe de Investimento RF CP RL";"Safra Vitesse";"SAFRA VITESSE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0050";"2011-08-17";"2026-06-30";"3733";FALSE;TRUE;TRUE;NA;"2011-09-01";"2026-06-01";"178";"0,006379703761300703";"0,842696629213483";"0,861271676300578";"0,904191616766467";"0,01433996012999645";"-0,040432990826013482";"-0,023750786577920440";"0,48934870403476366";"-0,07609832305205266";"23";"1";"0,696484575861400";"0,757548822333321";"0,970459172210985";"Safra Grand Vitesse";"94";"IDA-DI";"0,01106932612742137";"IDA-DI";"0,755007523648731";"102";"178";"178";"0,4768941187243100";"0,755007523648731";"-0,204894652071926892";"0,0364225775292241";"0,01106932612742137";"0,01614212206447038";"0,009665964237245417";"-0,003844237746123302";"0,005208248908654012";"0,411764705882353";"0,320224719101124";"0,679775280898876";TRUE;NA
"Western Asset Total Credit Plus FIF";"Western Asset Total Credit Plus";"WESTERN ASSET TOTAL CREDIT PLUS CI RESP LIMITADA RENDA FIXA CRÉDITO PRIVADO";"0,0065";"2023-07-27";"2026-06-30";"734";FALSE;TRUE;TRUE;NA;"2023-08-01";"2026-06-01";"35";"0,006147599829922523";"0,628571428571429";"0,500000000000000";"0,625000000000000";"0,00536006835651720";"-0,003311875199541681";"-0,002137373651709999";"0,24241391897702766";"-0,00593936428602826";NA;"1";"0,510024733350397";"0,510784330645573";"0,854947772068110";"Bradesco Ultra II";"24";"IRF-M 1";"0,00551910094610849";"IDA-DI";"0,693960417530964";"35";"35";"35";"0,3378783856245777";"0,693960417530964";"0,309485377275453444";"0,0284842839261135";"0,00874712771791116";"0,00551910094610849";"0,005968354387370978";"-0,010718984571536194";"0,009885465657195391";"0,285714285714286";"0,285714285714286";"0,571428571428571";TRUE;NA
"Tivio Institucional 15";"Tivio Institucional 15";"TIVIO INSTITUCIONAL 15 RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2002-02-28";"2026-06-30";"6114";FALSE;TRUE;TRUE;NA;"2002-03-01";"2026-06-01";"292";"0,005925157248311219";"0,780821917808219";"0,696864111498258";"0,654804270462633";"0,02148017156140635";"-0,024447344511079216";"-0,017204545337339765";"-0,02152794079817320";"-0,05125997518964476";"10";"5";"0,278245109854192";"0,229806074879286";"0,793349633121120";"Arx Vinson Advisory";"59";"IRF-M 1";"0,02281471977169095";"IDA LIQ-DI";"0,302896224935023";"102";"210";"292";"0,3028962249350227";"0,225444373178566";"-0,005271247476513779";"0,0457837180187746";"0,02667281669226445";"0,02281471977169095";"0,020323612922742207";"-0,004294366155616069";"0,001567181173967702";"0,352941176470588";"0,185714285714286";"0,510273972602740";TRUE;NA
"BNP Paribas Rubi FIF RF CP RL";"BNP Paribas Rubi";"BNP PARIBAS RUBI RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO";"0,0040";"2014-12-31";"2026-06-30";"2883";FALSE;TRUE;TRUE;NA;"2015-01-01";"2026-06-01";"138";"0,005712338450646337";"0,847826086956522";"0,902255639097744";"0,881889763779528";"0,00966191735372636";"-0,028757367121927446";"-0,012550737102426268";"0,20843877182201595";"-0,03831212111917581";"22";"1";"0,689062349312547";"0,735751640575119";"0,972859995993885";"BNP Paribas Match Plus 30 Advisory";"39";"IRF-M 1";"0,01141574350349326";"IDA-DI";"0,871075049090016";"102";"138";"138";"0,5821554906388751";"0,871075049090016";"-0,114397781516692235";"0,0361546648013887";"0,01169253025390004";"0,01141574350349326";"0,010015820859523350";"-0,004306739148118632";"0,004718460125809676";"0,343137254901961";"0,231884057971014";"0,652173913043478";TRUE;NA
"Valora Absolute FIF RF CP LP RL";"Valora Absolute";"VALORA ABSOLUTE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2009-01-19";"2026-06-30";"4380";FALSE;TRUE;TRUE;NA;"2009-02-01";"2026-06-01";"209";"0,005582590206246962";"0,889952153110048";"0,877450980392157";"0,853535353535353";"0,01127728055474708";"-0,030562276658677057";"-0,020142677428424387";"0,44451772480782964";"-0,04779351297568457";"9";"1";"0,723617201040699";"0,776583303834271";"0,909140539679390";"Selection Light";"118";"IDA-DI";"0,00896079969087760";"IDA-DI";"0,826641021229741";"102";"209";"209";"0,6666649585147775";"0,826641021229741";"-0,090741185587850617";"0,0329435241358069";"0,00896079969087760";"0,01280927720596951";"0,009578861967647345";"-0,006310056182026291";"0,003345671641056702";"0,343137254901961";"0,181818181818182";"0,612440191387560";TRUE;NA
"Safra Grand Vitesse FIRF CP";"Safra Grand Vitesse";"SAFRA GRAND VITESSE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0025";"2018-08-31";"2026-06-30";"1964";FALSE;TRUE;TRUE;NA;"2018-09-01";"2026-06-01";"94";"0,005553038222833484";"0,755319148936170";"0,741573033707865";"0,734939759036145";"0,01934925807763453";"-0,041253284289388681";"-0,023088381196805008";"0,37773122015123645";"-0,07009839518948091";"21";"1";"0,687716378089763";"0,769689663061039";"0,970459172210985";"Safra Vitesse";"94";"IDA-DI";"0,01449095151575964";"IDA-DI";"0,775116351960321";"94";"94";"94";"0,4984118023486315";"0,775116351960321";"-0,276782922568570178";"0,0374594677016928";"0,01449095151575964";"0,02139007870739100";"0,011367808065149809";"-0,003674228112542033";"0,005871518498720141";"0,382978723404255";"0,340425531914894";"0,702127659574468";TRUE;NA
"XP Corporate Light FIRF CP LP";"XP Corporate Light";"XP CORPORATE LIGHT RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2009-11-04";"2026-06-30";"4182";FALSE;TRUE;TRUE;NA;"2009-11-01";"2026-06-01";"200";"0,004488221244995039";"0,790000000000000";"0,779487179487179";"0,788359788359788";"0,01027973128452519";"-0,026621536143166757";"-0,018164782216881410";"0,44895494663497609";"-0,04650813491870787";"18";"1";"0,717593094175182";"0,770650647095042";"0,942224003125551";"Selection Light";"118";"IDA-DI";"0,01078115966440525";"IDA-DI";"0,741356710759160";"102";"200";"200";"0,6233274722319172";"0,741356710759160";"-0,080693229824349330";"0,0346276256535445";"0,01078115966440525";"0,01185197815443999";"0,008186915553822116";"-0,006318223923064026";"0,002739747927523517";"0,343137254901961";"0,275000000000000";"0,655000000000000";TRUE;NA
"Riza Lotus Plus Advisory FIF RF";"Riza Lotus Plus Advisory";"RIZA LÓTUS PLUS ADVISORY FIF CIC RENDA FIXA";"0,0050";"2021-11-01";"2026-06-30";"1170";FALSE;TRUE;TRUE;NA;"2021-11-01";"2026-06-01";"56";"0,004124906827828845";"0,732142857142857";"0,607843137254902";"0,511111111111111";"0,01175508065153018";"-0,017840500024697503";"-0,009967750274250750";"0,28139402438971461";"-0,03050551657645384";"21";"5";"0,481386405159400";"0,424266187209105";"0,800838423708380";"Sparta Top";"56";"IDA-DI";"0,01029946944243033";"IDA LIQ-DI";"0,861963042839408";"56";"56";"56";"0,8619630428394084";"0,671723067829134";"0,024034248830801724";"0,0346891518824032";"0,01029946944243033";"0,01217602023360531";"0,019026506042258307";"-0,006436969054668840";"0,006110725494442804";"0,446428571428571";"0,339285714285714";"0,732142857142857";TRUE;NA
"Plural Crédito Corporativo II FIC de FIF RF CP LP RL";"Plural Crédito Corporativo II";"PLURAL CRÉDITO CORPORATIVO II RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2013-09-23";"2026-06-30";"3205";FALSE;TRUE;TRUE;NA;"2013-10-01";"2026-06-01";"153";"0,003724357572653991";"0,849673202614379";"0,810810810810811";"0,859154929577465";"0,01646976010915072";"-0,052444417272143329";"-0,024467219087055219";"0,33601892452471604";"-0,07234257853639103";"47";"1";"0,754548561770093";"0,804516695034527";"0,949774428535261";"Porto Seguro Ipê";"79";"IDA-DI";"0,00852745034169763";"IDA-DI";"0,880453622082541";"102";"153";"153";"0,5903824534870891";"0,880453622082541";"-0,150731778403786459";"0,0337549981344500";"0,00852745034169763";"0,01792504041735105";"0,006521648962776849";"-0,006353064096101813";"0,002999468574170105";"0,323529411764706";"0,248366013071895";"0,679738562091503";TRUE;NA
"AF Invest Geraes 30 FIRF CP";"AF Invest Geraes 30";"AF INVEST GERAES 30 FIF RENDA FIXA";"0,0050";"2018-03-29";"2026-06-30";"2072";FALSE;TRUE;TRUE;NA;"2018-04-01";"2026-06-01";"99";"0,003243475698695208";"0,757575757575758";"0,691489361702128";"0,670454545454545";"0,01901874305352775";"-0,032748942887779298";"-0,026103919920710483";"0,50219954036167858";"-0,05964547369492690";"24";"1";"0,679046479887078";"0,736559723899587";"0,933468965120028";"Selection Light";"99";"IDA-DI";"0,01402089254806764";"IDA-DI";"0,782675297440504";"99";"99";"99";"0,7059032922614011";"0,782675297440504";"-0,198211606196076168";"0,0312004854297774";"0,01402089254806764";"0,02069919052586085";"0,008198109849532509";"-0,005797715553163219";"0,003924963817991234";"0,525252525252525";"0,494949494949495";"0,707070707070707";TRUE;NA
"Selection RF Light FIC FIRF CP LP";"Selection Light";"SELECTION RF LIGHT FIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0031";"2016-08-26";"2026-06-30";"2468";FALSE;TRUE;TRUE;NA;"2016-09-01";"2026-06-01";"118";"0,002733413318199762";"0,771186440677966";"0,716814159292035";"0,644859813084112";"0,01220889965131822";"-0,028195389424590656";"-0,017661197510049870";"0,43963192195680983";"-0,04475988748843596";"23";"1";"0,756168906224813";"0,829197663667833";"0,948240200481326";"Porto Seguro Ipê";"79";"IDA-DI";"0,01134432021721474";"IDA-DI";"0,883423927034577";"102";"118";"118";"0,7240444358927314";"0,883423927034577";"-0,158023649072796868";"0,0330419343008313";"0,01134432021721474";"0,01390685537957190";"0,007856493293885825";"-0,007379307431025106";"0,001951116956704135";"0,382352941176471";"0,245762711864407";"0,618644067796610";TRUE;NA
"Mag High Grade Plus 30 FIF RF CP LP RL";"Mag High Grade Plus 30";"MAG HIGH GRADE PLUS 30 RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0064";"2023-05-25";"2026-06-30";"778";FALSE;TRUE;TRUE;NA;"2023-06-01";"2026-06-01";"37";"0,002234192177385408";"0,567567567567568";"0,718750000000000";"0,884615384615385";"0,00327725485163680";"-0,002974208749027762";"-0,001978432874851962";"0,09172964030663076";"-0,00478380927294630";"5";"3";"0,294530982693459";"0,281093135211874";"0,758303961513700";"Bradesco Ultra II";"24";"IRF-M 1";"0,00353139772148252";"IRF-M 1";"0,503029204699157";"37";"37";"37";"0,1213671914731841";"0,470478241488569";"0,503029204699156574";"0,0290171295097294";"0,01020688148846625";"0,00353139772148252";"-0,000971454420980344";"-0,015675583707620899";"0,005391309893930885";"0,297297297297297";"0,216216216216216";"0,621621621621622";TRUE;NA
"Capitânia Premium 45 FIC de FIF RF CP LP RL";"Capitânia Premium 45";"CAPITÂNIA PREMIUM 45 RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0055";"2014-11-07";"2026-06-30";"2920";FALSE;TRUE;TRUE;NA;"2014-11-01";"2026-06-01";"140";"0,000548715701705227";"0,635714285714286";"0,659259259259259";"0,658914728682170";"0,01468192551908862";"-0,021131354162272409";"-0,017130866808337680";"0,45043088732940362";"-0,09303666750215300";NA;"1";"0,479092617101797";"0,505517018181122";"0,690475737948984";"AF Invest Geraes 30";"99";"IRF-M 1";"0,01548037800820333";"IDA-DI";"0,508165387615484";"102";"140";"140";"0,4680002527819377";"0,508165387615484";"0,010602395748127776";"0,0366748863115135";"0,01725643018283001";"0,01548037800820333";"0,001209421037380531";"-0,009409539436228354";"-0,000363739374085403";"0,441176470588235";"0,421428571428571";"0,564285714285714";TRUE;NA
"Inter Premium FIF RF CP LP RL";"Inter Premium";"INTER PREMIUM RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2017-11-01";"2026-06-30";"2172";FALSE;TRUE;TRUE;NA;"2017-11-01";"2026-06-01";"104";"-0,000979002970895260";"0,711538461538462";"0,696969696969697";"0,634408602150538";"0,02044290565047840";"-0,038524179740767717";"-0,029885419198431167";"0,40295403516588696";"-0,07423231819114751";NA;"1";"0,659823361804418";"0,715331366585703";"0,928350736670073";"XP Corporate Light";"104";"IDA-DI";"0,01424544718002149";"IDA-DI";"0,773432414010470";"102";"104";"104";"0,6531945286004341";"0,773432414010470";"-0,183192916161689728";"0,0315325299011350";"0,01424544718002149";"0,02196468809681814";"0,003404503796137215";"-0,009964224917455300";"-0,000663949559412735";"0,333333333333333";"0,230769230769231";"0,615384615384615";TRUE;NA
"BB Asset RF CP LP FIC FIF RL";"BB Asset";"BB ASSET RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2022-05-16";"2026-06-30";"1036";FALSE;TRUE;TRUE;NA;"2022-06-01";"2026-06-01";"49";"-0,003748556238243106";"0,632653061224490";"0,477272727272727";"0,447368421052632";"0,01130280902705532";"-0,008553474722849064";"-0,007809622260001666";"0,42694646195502617";"-0,02777977244329555";NA;"1";"0,671589421916935";"0,699950656798409";"0,834548758482445";"Valora Absolute";"49";"IDA-DI";"0,00740998521807546";"IDA-DI";"0,858923447071726";"49";"49";"49";"0,6538804857737007";"0,858923447071726";"0,241941354239256917";"0,0411977683183089";"0,00740998521807546";"0,01099115879419525";"0,016244130309442717";"-0,013258742375543364";"-0,001490703326321174";"0,265306122448980";"0,204081632653061";"0,632653061224490";TRUE;NA
"Legacy Capital Credit D15 FIF MM CP RL";"Legacy Capital Credit D15";"LEGACY CAPITAL CREDIT 15 FIF MULTIMERCADO";"0,0060";"2025-03-14";"2026-05-07";"288";FALSE;FALSE;FALSE;"Série não chega à data final comum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"Série não chega à data final comum"
