Nome do Ativo;Data;Número Índice
CDI;27/05/1997;108,566864
CDI;28/05/1997;108,650099
CDI;30/05/1997;108,731587
CDI;02/06/1997;108,812773
CDI;03/06/1997;108,89402
CDI;04/06/1997;108,97569
CDI;05/06/1997;109,057422
CDI;06/06/1997;109,139579
CDI;09/06/1997;109,222889
CDI;10/06/1997;109,305898
CDI;11/06/1997;109,38897
CDI;12/06/1997;109,472106
CDI;13/06/1997;109,55567
CDI;16/06/1997;109,638932
CDI;17/06/1997;109,722623
CDI;18/06/1997;109,806378
CDI;19/06/1997;109,889831
CDI;20/06/1997;109,973347
CDI;23/06/1997;110,05656
CDI;24/06/1997;110,139836
CDI;25/06/1997;110,223176
CDI;26/06/1997;110,305476
CDI;27/06/1997;110,387469
CDI;30/06/1997;110,469156
CDI;01/07/1997;110,545011
CDI;02/07/1997;110,620919
CDI;03/07/1997;110,696879
CDI;04/07/1997;110,772891
CDI;07/07/1997;110,849324
CDI;08/07/1997;110,926179
CDI;09/07/1997;111,003458
CDI;10/07/1997;111,08042
CDI;11/07/1997;111,157436
CDI;14/07/1997;111,234876
CDI;15/07/1997;111,312369
CDI;16/07/1997;111,389546
CDI;17/07/1997;111,466776
CDI;18/07/1997;111,54406
CDI;21/07/1997;111,621025
CDI;22/07/1997;111,698044
CDI;23/07/1997;111,774743
CDI;24/07/1997;111,851495
CDI;25/07/1997;111,9283
CDI;28/07/1997;112,005157
CDI;29/07/1997;112,082067
CDI;30/07/1997;112,15903
CDI;31/07/1997;112,236046
CDI;01/08/1997;112,320223
CDI;04/08/1997;112,404089
CDI;05/08/1997;112,487643
CDI;06/08/1997;112,571259
CDI;07/08/1997;112,654561
CDI;08/08/1997;112,738301
CDI;11/08/1997;112,822479
CDI;12/08/1997;112,907096
CDI;13/08/1997;112,992529
CDI;14/08/1997;113,078027
CDI;15/08/1997;113,163212
CDI;18/08/1997;113,248462
CDI;19/08/1997;113,333398
CDI;20/08/1997;113,418398
CDI;21/08/1997;113,503462
CDI;22/08/1997;113,58859
CDI;25/08/1997;113,673781
CDI;26/08/1997;113,758657
CDI;27/08/1997;113,843597
CDI;28/08/1997;113,9286
CDI;29/08/1997;114,013667
CDI;01/09/1997;114,095757
CDI;02/09/1997;114,177906
CDI;03/09/1997;114,259733
CDI;04/09/1997;114,34162
CDI;05/09/1997;114,423564
CDI;08/09/1997;114,505568
CDI;09/09/1997;114,58763
CDI;10/09/1997;114,669751
CDI;11/09/1997;114,751931
CDI;12/09/1997;114,83417
CDI;15/09/1997;114,916851
CDI;16/09/1997;114,999591
CDI;17/09/1997;115,082007
CDI;18/09/1997;115,164483
CDI;19/09/1997;115,247017
CDI;22/09/1997;115,329611
CDI;23/09/1997;115,412264
CDI;24/09/1997;115,494976
CDI;25/09/1997;115,576977
CDI;26/09/1997;115,658652
CDI;29/09/1997;115,739998
CDI;30/09/1997;115,819859
CDI;01/10/1997;115,899775
CDI;02/10/1997;115,979359
CDI;03/10/1997;116,058612
CDI;06/10/1997;116,137919
CDI;07/10/1997;116,217279
CDI;08/10/1997;116,296695
CDI;09/10/1997;116,376164
CDI;10/10/1997;116,455688
CDI;13/10/1997;116,535266
CDI;14/10/1997;116,614898
CDI;15/10/1997;116,694974
CDI;16/10/1997;116,775493
CDI;17/10/1997;116,856068
CDI;20/10/1997;116,936699
CDI;21/10/1997;117,016996
CDI;22/10/1997;117,097347
CDI;23/10/1997;117,177754
CDI;24/10/1997;117,258216
CDI;27/10/1997;117,338343
CDI;28/10/1997;117,418915
CDI;29/10/1997;117,500325
CDI;30/10/1997;117,582576
CDI;31/10/1997;117,667627
CDI;03/11/1997;117,848835
CDI;04/11/1997;118,02168
CDI;05/11/1997;118,194779
CDI;06/11/1997;118,367737
CDI;07/11/1997;118,542527
CDI;10/11/1997;118,718365
CDI;11/11/1997;118,894464
CDI;12/11/1997;119,070824
CDI;13/11/1997;119,247445
CDI;14/11/1997;119,424329
CDI;17/11/1997;119,601475
CDI;18/11/1997;119,778884
CDI;19/11/1997;119,956556
CDI;20/11/1997;120,134492
CDI;21/11/1997;120,312691
CDI;24/11/1997;120,491155
CDI;25/11/1997;120,669884
CDI;26/11/1997;120,848877
CDI;27/11/1997;121,028136
CDI;28/11/1997;121,208872
CDI;01/12/1997;121,366443
CDI;02/12/1997;121,522197
CDI;03/12/1997;121,67815
CDI;04/12/1997;121,83471
CDI;05/12/1997;121,992689
CDI;08/12/1997;122,150466
CDI;09/12/1997;122,30804
CDI;10/12/1997;122,465817
CDI;11/12/1997;122,623798
CDI;12/12/1997;122,781983
CDI;15/12/1997;122,940372
CDI;16/12/1997;123,098965
CDI;17/12/1997;123,257762
CDI;18/12/1997;123,417997
CDI;19/12/1997;123,582555
CDI;22/12/1997;123,747332
CDI;23/12/1997;123,91439
CDI;24/12/1997;124,080023
CDI;26/12/1997;124,245876
CDI;29/12/1997;124,411537
CDI;30/12/1997;124,577834
CDI;31/12/1997;124,741031
CDI;02/01/1998;124,904442
CDI;05/01/1998;125,064581
CDI;06/01/1998;125,224745
CDI;07/01/1998;125,385151
CDI;08/01/1998;125,545834
CDI;09/01/1998;125,706759
CDI;12/01/1998;125,867855
CDI;13/01/1998;126,029193
CDI;14/01/1998;126,190665
CDI;15/01/1998;126,350416
CDI;16/01/1998;126,510405
CDI;19/01/1998;126,67078
CDI;20/01/1998;126,830626
CDI;21/01/1998;126,990417
CDI;22/01/1998;127,150226
CDI;23/01/1998;127,309426
CDI;26/01/1998;127,467235
CDI;27/01/1998;127,624165
CDI;28/01/1998;127,781138
CDI;29/01/1998;127,936178
CDI;30/01/1998;128,084923
CDI;02/02/1998;128,234714
CDI;03/02/1998;128,384301
CDI;04/02/1998;128,534366
CDI;05/02/1998;128,684493
CDI;06/02/1998;128,834833
CDI;09/02/1998;128,985386
CDI;10/02/1998;129,135963
CDI;11/02/1998;129,28641
CDI;12/02/1998;129,436917
CDI;13/02/1998;129,587676
CDI;16/02/1998;129,738496
CDI;17/02/1998;129,889029
CDI;18/02/1998;130,039814
CDI;19/02/1998;130,190581
CDI;20/02/1998;130,340905
CDI;25/02/1998;130,490006
CDI;26/02/1998;130,638929
CDI;27/02/1998;130,787826
CDI;02/03/1998;130,93701
CDI;03/03/1998;131,086248
CDI;04/03/1998;131,233932
CDI;05/03/1998;131,366003
CDI;06/03/1998;131,493119
CDI;09/03/1998;131,620482
CDI;10/03/1998;131,747967
CDI;11/03/1998;131,875617
CDI;12/03/1998;132,003268
CDI;13/03/1998;132,130754
CDI;16/03/1998;132,258734
CDI;17/03/1998;132,386468
CDI;18/03/1998;132,514159
CDI;19/03/1998;132,641602
CDI;20/03/1998;132,769333
CDI;23/03/1998;132,897022
CDI;24/03/1998;133,024792
CDI;25/03/1998;133,152477
CDI;26/03/1998;133,280285
CDI;27/03/1998;133,408299
CDI;30/03/1998;133,536311
CDI;31/03/1998;133,66407
CDI;01/04/1998;133,791827
CDI;02/04/1998;133,919915
CDI;03/04/1998;134,048
CDI;06/04/1998;134,176542
CDI;07/04/1998;134,306628
CDI;08/04/1998;134,438051
CDI;13/04/1998;134,569186
CDI;14/04/1998;134,700281
CDI;15/04/1998;134,829532
CDI;16/04/1998;134,939074
CDI;17/04/1998;135,051493
CDI;20/04/1998;135,163657
CDI;22/04/1998;135,275741
CDI;23/04/1998;135,387786
CDI;24/04/1998;135,499881
CDI;27/04/1998;135,611981
CDI;28/04/1998;135,724086
CDI;29/04/1998;135,836372
CDI;30/04/1998;135,9484
CDI;04/05/1998;136,059379
CDI;05/05/1998;136,171327
CDI;06/05/1998;136,284904
CDI;07/05/1998;136,397741
CDI;08/05/1998;136,51054
CDI;11/05/1998;136,623916
CDI;12/05/1998;136,737211
CDI;13/05/1998;136,850775
CDI;14/05/1998;136,963993
CDI;15/05/1998;137,077613
CDI;18/05/1998;137,190753
CDI;19/05/1998;137,3035
CDI;20/05/1998;137,416427
CDI;21/05/1998;137,525486
CDI;22/05/1998;137,63221
CDI;25/05/1998;137,738972
CDI;26/05/1998;137,845862
CDI;27/05/1998;137,952745
CDI;28/05/1998;138,059936
CDI;29/05/1998;138,167165
CDI;01/06/1998;138,273981
CDI;02/06/1998;138,379205
CDI;03/06/1998;138,484373
CDI;04/06/1998;138,589757
CDI;05/06/1998;138,694948
CDI;08/06/1998;138,80022
CDI;09/06/1998;138,905616
CDI;10/06/1998;139,010911
CDI;12/06/1998;139,116331
CDI;15/06/1998;139,221876
CDI;16/06/1998;139,327547
CDI;17/06/1998;139,433299
CDI;18/06/1998;139,53945
CDI;19/06/1998;139,645454
CDI;22/06/1998;139,75163
CDI;23/06/1998;139,857658
CDI;24/06/1998;139,963352
CDI;25/06/1998;140,066733
CDI;26/06/1998;140,170697
CDI;29/06/1998;140,274739
CDI;30/06/1998;140,378534
CDI;01/07/1998;140,482128
CDI;02/07/1998;140,585799
CDI;03/07/1998;140,689407
CDI;06/07/1998;140,79286
CDI;07/07/1998;140,896296
CDI;08/07/1998;140,999668
CDI;09/07/1998;141,103674
CDI;10/07/1998;141,20799
CDI;13/07/1998;141,311917
CDI;14/07/1998;141,41592
CDI;15/07/1998;141,519954
CDI;16/07/1998;141,62411
CDI;17/07/1998;141,728343
CDI;20/07/1998;141,832747
CDI;21/07/1998;141,937134
CDI;22/07/1998;142,041598
CDI;23/07/1998;142,145576
CDI;24/07/1998;142,249254
CDI;27/07/1998;142,352538
CDI;28/07/1998;142,455708
CDI;29/07/1998;142,558246
CDI;30/07/1998;142,65977
CDI;31/07/1998;142,760704
CDI;03/08/1998;142,861851
CDI;04/08/1998;142,962785
CDI;05/08/1998;143,063647
CDI;06/08/1998;143,164343
CDI;07/08/1998;143,264825
CDI;10/08/1998;143,365233
CDI;11/08/1998;143,465569
CDI;12/08/1998;143,565689
CDI;13/08/1998;143,665639
CDI;14/08/1998;143,765611
CDI;17/08/1998;143,865556
CDI;18/08/1998;143,965667
CDI;19/08/1998;144,065848
CDI;20/08/1998;144,165858
CDI;21/08/1998;144,265842
CDI;24/08/1998;144,365798
CDI;25/08/1998;144,465872
CDI;26/08/1998;144,565823
CDI;27/08/1998;144,665843
CDI;28/08/1998;144,765835
CDI;31/08/1998;144,865607
CDI;01/09/1998;144,965593
CDI;02/09/1998;145,065841
CDI;03/09/1998;145,166255
CDI;04/09/1998;145,266981
CDI;08/09/1998;145,368599
CDI;09/09/1998;145,519181
CDI;10/09/1998;145,672983
CDI;11/09/1998;145,829205
CDI;14/09/1998;146,032552
CDI;15/09/1998;146,230725
CDI;16/09/1998;146,424649
CDI;17/09/1998;146,616535
CDI;18/09/1998;146,809383
CDI;21/09/1998;147,002737
CDI;22/09/1998;147,198646
CDI;23/09/1998;147,394817
CDI;24/09/1998;147,591207
CDI;25/09/1998;147,785716
CDI;28/09/1998;147,983088
CDI;29/09/1998;148,181102
CDI;30/09/1998;148,379634
CDI;01/10/1998;148,578935
CDI;02/10/1998;148,779262
CDI;05/10/1998;148,980154
CDI;06/10/1998;149,18199
CDI;07/10/1998;149,384395
CDI;08/10/1998;149,586948
CDI;09/10/1998;149,790535
CDI;13/10/1998;149,994907
CDI;14/10/1998;150,200064
CDI;15/10/1998;150,406178
CDI;16/10/1998;150,612998
CDI;19/10/1998;150,820229
CDI;20/10/1998;151,028
CDI;21/10/1998;151,236396
CDI;22/10/1998;151,445674
CDI;23/10/1998;151,655326
CDI;26/10/1998;151,865567
CDI;27/10/1998;152,076481
CDI;28/10/1998;152,287817
CDI;29/10/1998;152,499616
CDI;30/10/1998;152,712222
CDI;03/11/1998;152,925381
CDI;04/11/1998;153,139222
CDI;05/11/1998;153,352335
CDI;06/11/1998;153,565099
CDI;09/11/1998;153,778202
CDI;10/11/1998;153,991299
CDI;11/11/1998;154,204389
CDI;12/11/1998;154,395627
CDI;13/11/1998;154,59504
CDI;16/11/1998;154,793245
CDI;17/11/1998;154,990278
CDI;18/11/1998;155,184874
CDI;19/11/1998;155,377733
CDI;20/11/1998;155,568118
CDI;23/11/1998;155,757099
CDI;24/11/1998;155,944073
CDI;25/11/1998;156,129391
CDI;26/11/1998;156,313087
CDI;27/11/1998;156,497415
CDI;30/11/1998;156,681035
CDI;01/12/1998;156,864083
CDI;02/12/1998;157,045997
CDI;03/12/1998;157,226769
CDI;04/12/1998;157,406907
CDI;07/12/1998;157,586595
CDI;08/12/1998;157,765502
CDI;09/12/1998;157,944046
CDI;10/12/1998;158,121469
CDI;11/12/1998;158,298192
CDI;14/12/1998;158,474258
CDI;15/12/1998;158,649757
CDI;16/12/1998;158,824497
CDI;17/12/1998;158,982372
CDI;18/12/1998;159,14413
CDI;21/12/1998;159,305171
CDI;22/12/1998;159,465295
CDI;23/12/1998;159,626416
CDI;24/12/1998;159,787158
CDI;28/12/1998;159,948062
CDI;29/12/1998;160,108882
CDI;30/12/1998;160,269814
CDI;31/12/1998;160,431994
CDI;04/01/1999;160,594338
CDI;05/01/1999;160,756154
CDI;06/01/1999;160,918083
CDI;07/01/1999;161,080176
CDI;08/01/1999;161,243176
CDI;11/01/1999;161,406391
CDI;12/01/1999;161,570813
CDI;13/01/1999;161,734807
CDI;14/01/1999;161,901698
CDI;15/01/1999;162,068761
CDI;18/01/1999;162,236592
CDI;19/01/1999;162,403951
CDI;20/01/1999;162,58219
CDI;21/01/1999;162,76302
CDI;22/01/1999;162,94454
CDI;25/01/1999;163,125627
CDI;26/01/1999;163,306817
CDI;27/01/1999;163,488012
CDI;28/01/1999;163,683161
CDI;29/01/1999;163,879361
CDI;01/02/1999;164,085971
CDI;02/02/1999;164,303201
CDI;03/02/1999;164,514939
CDI;04/02/1999;164,726572
CDI;05/02/1999;164,938477
CDI;08/02/1999;165,150797
CDI;09/02/1999;165,36358
CDI;10/02/1999;165,576684
CDI;11/02/1999;165,790206
CDI;12/02/1999;166,003956
CDI;17/02/1999;166,218076
CDI;18/02/1999;166,432425
CDI;19/02/1999;166,647099
CDI;22/02/1999;166,862001
CDI;23/02/1999;167,07718
CDI;24/02/1999;167,292637
CDI;25/02/1999;167,508324
CDI;26/02/1999;167,724241
CDI;01/03/1999;167,940725
CDI;02/03/1999;168,157585
CDI;03/03/1999;168,37458
CDI;04/03/1999;168,591903
CDI;05/03/1999;168,810039
CDI;08/03/1999;169,05574
CDI;09/03/1999;169,301892
CDI;10/03/1999;169,547842
CDI;11/03/1999;169,794197
CDI;12/03/1999;170,041611
CDI;15/03/1999;170,289245
CDI;16/03/1999;170,537099
CDI;17/03/1999;170,785172
CDI;18/03/1999;171,033842
CDI;19/03/1999;171,28311
CDI;22/03/1999;171,532363
CDI;23/03/1999;171,781932
CDI;24/03/1999;172,031769
CDI;25/03/1999;172,282065
CDI;26/03/1999;172,518723
CDI;29/03/1999;172,75561
CDI;30/03/1999;172,992822
CDI;31/03/1999;173,230166
CDI;05/04/1999;173,45797
CDI;06/04/1999;173,683198
CDI;07/04/1999;173,907971
CDI;08/04/1999;174,132886
CDI;09/04/1999;174,358291
CDI;12/04/1999;174,584088
CDI;13/04/1999;174,810478
CDI;14/04/1999;175,037011
CDI;15/04/1999;175,233897
CDI;16/04/1999;175,434197
CDI;19/04/1999;175,634726
CDI;20/04/1999;175,835693
CDI;22/04/1999;176,036209
CDI;23/04/1999;176,235798
CDI;26/04/1999;176,432396
CDI;27/04/1999;176,629055
CDI;28/04/1999;176,825403
CDI;29/04/1999;177,020746
CDI;30/04/1999;177,21289
CDI;03/05/1999;177,405082
CDI;04/05/1999;177,597214
CDI;05/05/1999;177,789769
CDI;06/05/1999;177,982425
CDI;07/05/1999;178,174751
CDI;10/05/1999;178,361439
CDI;11/05/1999;178,541816
CDI;12/05/1999;178,722046
CDI;13/05/1999;178,902348
CDI;14/05/1999;179,069704
CDI;17/05/1999;179,236373
CDI;18/05/1999;179,400715
CDI;19/05/1999;179,563111
CDI;20/05/1999;179,709462
CDI;21/05/1999;179,85657
CDI;24/05/1999;180,003683
CDI;25/05/1999;180,150742
CDI;26/05/1999;180,298096
CDI;27/05/1999;180,445453
CDI;28/05/1999;180,591296
CDI;31/05/1999;180,736496
CDI;01/06/1999;180,881402
CDI;02/06/1999;181,026482
CDI;04/06/1999;181,172326
CDI;07/06/1999;181,318521
CDI;08/06/1999;181,464776
CDI;09/06/1999;181,611443
CDI;10/06/1999;181,752438
CDI;11/06/1999;181,893722
CDI;14/06/1999;182,035174
CDI;15/06/1999;182,176737
CDI;16/06/1999;182,318707
CDI;17/06/1999;182,460371
CDI;18/06/1999;182,601609
CDI;21/06/1999;182,742717
CDI;22/06/1999;182,884054
CDI;23/06/1999;183,02532
CDI;24/06/1999;183,156938
CDI;25/06/1999;183,293128
CDI;28/06/1999;183,42966
CDI;29/06/1999;183,565991
CDI;30/06/1999;183,702364
CDI;01/07/1999;183,838414
CDI;02/07/1999;183,97402
CDI;05/07/1999;184,109725
CDI;06/07/1999;184,245045
CDI;07/07/1999;184,380525
CDI;08/07/1999;184,515862
CDI;09/07/1999;184,650627
CDI;12/07/1999;184,785369
CDI;13/07/1999;184,920636
CDI;14/07/1999;185,056735
CDI;15/07/1999;185,192934
CDI;16/07/1999;185,329234
CDI;19/07/1999;185,465633
CDI;20/07/1999;185,602256
CDI;21/07/1999;185,739224
CDI;22/07/1999;185,876048
CDI;23/07/1999;186,01334
CDI;26/07/1999;186,150305
CDI;27/07/1999;186,287554
CDI;28/07/1999;186,424905
CDI;29/07/1999;186,560264
CDI;30/07/1999;186,690706
CDI;02/08/1999;186,821363
CDI;03/08/1999;186,95205
CDI;04/08/1999;187,082704
CDI;05/08/1999;187,213387
CDI;06/08/1999;187,344161
CDI;09/08/1999;187,474902
CDI;10/08/1999;187,605671
CDI;11/08/1999;187,736657
CDI;12/08/1999;187,867797
CDI;13/08/1999;187,998966
CDI;16/08/1999;188,130288
CDI;17/08/1999;188,26164
CDI;18/08/1999;188,392959
CDI;19/08/1999;188,524369
CDI;20/08/1999;188,655933
CDI;23/08/1999;188,787401
CDI;24/08/1999;188,918897
CDI;25/08/1999;189,050485
CDI;26/08/1999;189,182038
CDI;27/08/1999;189,314125
CDI;30/08/1999;189,445988
CDI;31/08/1999;189,578132
CDI;01/09/1999;189,710369
CDI;02/09/1999;189,841179
CDI;03/09/1999;189,973726
CDI;06/09/1999;190,106238
CDI;08/09/1999;190,238463
CDI;09/09/1999;190,371034
CDI;10/09/1999;190,503696
CDI;13/09/1999;190,63753
CDI;14/09/1999;190,771584
CDI;15/09/1999;190,904971
CDI;16/09/1999;191,037815
CDI;17/09/1999;191,170942
CDI;20/09/1999;191,30429
CDI;21/09/1999;191,437858
CDI;22/09/1999;191,571774
CDI;23/09/1999;191,703549
CDI;24/09/1999;191,835286
CDI;27/09/1999;191,967113
CDI;28/09/1999;192,099031
CDI;29/09/1999;192,230976
CDI;30/09/1999;192,362947
CDI;01/10/1999;192,49488
CDI;04/10/1999;192,62716
CDI;05/10/1999;192,759339
CDI;06/10/1999;192,891544
CDI;07/10/1999;193,022872
CDI;08/10/1999;193,155064
CDI;11/10/1999;193,287283
CDI;13/10/1999;193,419268
CDI;14/10/1999;193,551409
CDI;15/10/1999;193,683639
CDI;18/10/1999;193,815895
CDI;19/10/1999;193,948242
CDI;20/10/1999;194,080744
CDI;21/10/1999;194,213271
CDI;22/10/1999;194,345759
CDI;25/10/1999;194,478208
CDI;26/10/1999;194,610486
CDI;27/10/1999;194,74292
CDI;28/10/1999;194,875378
CDI;29/10/1999;195,007927
CDI;01/11/1999;195,140631
CDI;03/11/1999;195,27349
CDI;04/11/1999;195,406375
CDI;05/11/1999;195,53935
CDI;08/11/1999;195,672351
CDI;09/11/1999;195,805441
CDI;10/11/1999;195,938557
CDI;11/11/1999;196,070319
CDI;12/11/1999;196,204009
CDI;16/11/1999;196,33792
CDI;17/11/1999;196,471989
CDI;18/11/1999;196,606149
CDI;19/11/1999;196,740533
CDI;22/11/1999;196,875074
CDI;23/11/1999;197,009641
CDI;24/11/1999;197,144234
CDI;25/11/1999;197,278919
CDI;26/11/1999;197,413697
CDI;29/11/1999;197,548698
CDI;30/11/1999;197,683659
CDI;01/12/1999;197,818911
CDI;02/12/1999;197,954256
CDI;03/12/1999;198,089627
CDI;06/12/1999;198,225157
CDI;07/12/1999;198,360845
CDI;08/12/1999;198,496362
CDI;09/12/1999;198,631772
CDI;10/12/1999;198,767274
CDI;13/12/1999;198,902802
CDI;14/12/1999;199,038423
CDI;15/12/1999;199,174136
CDI;16/12/1999;199,309941
CDI;17/12/1999;199,445973
CDI;20/12/1999;199,58203
CDI;21/12/1999;199,718314
CDI;22/12/1999;199,854758
CDI;23/12/1999;199,991228
CDI;24/12/1999;200,127859
CDI;27/12/1999;200,264582
CDI;28/12/1999;200,401131
CDI;29/12/1999;200,537773
CDI;30/12/1999;200,674442
CDI;31/12/1999;200,811874
CDI;03/01/2000;200,949401
CDI;04/01/2000;201,086685
CDI;05/01/2000;201,223862
CDI;06/01/2000;201,361066
CDI;07/01/2000;201,49843
CDI;10/01/2000;201,635888
CDI;11/01/2000;201,773439
CDI;12/01/2000;201,911219
CDI;13/01/2000;202,048891
CDI;14/01/2000;202,186657
CDI;17/01/2000;202,324652
CDI;18/01/2000;202,462606
CDI;19/01/2000;202,600586
CDI;20/01/2000;202,738321
CDI;21/01/2000;202,876082
CDI;24/01/2000;203,014548
CDI;25/01/2000;203,153108
CDI;26/01/2000;203,29183
CDI;27/01/2000;203,430307
CDI;28/01/2000;203,568675
CDI;31/01/2000;203,707136
CDI;01/02/2000;203,845624
CDI;02/02/2000;203,98441
CDI;03/02/2000;204,123223
CDI;04/02/2000;204,26213
CDI;07/02/2000;204,401268
CDI;08/02/2000;204,540296
CDI;09/02/2000;204,679623
CDI;10/02/2000;204,818841
CDI;11/02/2000;204,95829
CDI;14/02/2000;205,097765
CDI;15/02/2000;205,237335
CDI;16/02/2000;205,377069
CDI;17/02/2000;205,517035
CDI;18/02/2000;205,656891
CDI;21/02/2000;205,797117
CDI;22/02/2000;205,937713
CDI;23/02/2000;206,078268
CDI;24/02/2000;206,218919
CDI;25/02/2000;206,359597
CDI;28/02/2000;206,500302
CDI;29/02/2000;206,641034
CDI;01/03/2000;206,782069
CDI;02/03/2000;206,923131
CDI;03/03/2000;207,064359
CDI;08/03/2000;207,205614
CDI;09/03/2000;207,346965
CDI;10/03/2000;207,488482
CDI;13/03/2000;207,630095
CDI;14/03/2000;207,771805
CDI;15/03/2000;207,913751
CDI;16/03/2000;208,055794
CDI;17/03/2000;208,197934
CDI;20/03/2000;208,340031
CDI;21/03/2000;208,482226
CDI;22/03/2000;208,624587
CDI;23/03/2000;208,76579
CDI;24/03/2000;208,907926
CDI;27/03/2000;209,050718
CDI;28/03/2000;209,193537
CDI;29/03/2000;209,336314
CDI;30/03/2000;209,476735
CDI;31/03/2000;209,61704
CDI;03/04/2000;209,757368
CDI;04/04/2000;209,89765
CDI;05/04/2000;210,038095
CDI;06/04/2000;210,178917
CDI;07/04/2000;210,319903
CDI;10/04/2000;210,460914
CDI;11/04/2000;210,601948
CDI;12/04/2000;210,743148
CDI;13/04/2000;210,884513
CDI;14/04/2000;211,026184
CDI;17/04/2000;211,168234
CDI;18/04/2000;211,31038
CDI;19/04/2000;211,452621
CDI;20/04/2000;211,594604
CDI;24/04/2000;211,736966
CDI;25/04/2000;211,879423
CDI;26/04/2000;212,021976
CDI;27/04/2000;212,164626
CDI;28/04/2000;212,307371
CDI;02/05/2000;212,450212
CDI;03/05/2000;212,593292
CDI;04/05/2000;212,736468
CDI;05/05/2000;212,879883
CDI;08/05/2000;213,023395
CDI;09/05/2000;213,166789
CDI;10/05/2000;213,309994
CDI;11/05/2000;213,453295
CDI;12/05/2000;213,596693
CDI;15/05/2000;213,740044
CDI;16/05/2000;213,883491
CDI;17/05/2000;214,027034
CDI;18/05/2000;214,170601
CDI;19/05/2000;214,314265
CDI;22/05/2000;214,458026
CDI;23/05/2000;214,601882
CDI;24/05/2000;214,745836
CDI;25/05/2000;214,889958
CDI;26/05/2000;215,034176
CDI;29/05/2000;215,178564
CDI;30/05/2000;215,322976
CDI;31/05/2000;215,467341
CDI;01/06/2000;215,61173
CDI;02/06/2000;215,756144
CDI;05/06/2000;215,900582
CDI;06/06/2000;216,044972
CDI;07/06/2000;216,189241
CDI;08/06/2000;216,333316
CDI;09/06/2000;216,477342
CDI;12/06/2000;216,621463
CDI;13/06/2000;216,765608
CDI;14/06/2000;216,909776
CDI;15/06/2000;217,053967
CDI;16/06/2000;217,198327
CDI;19/06/2000;217,342856
CDI;20/06/2000;217,487408
CDI;21/06/2000;217,631399
