Nome do Ativo;Data;Cota/Preço de Fechamento Ajustados
IDA-DI;13/06/2019;2355,77
IDA-DI;14/06/2019;2356,00
IDA-DI;17/06/2019;2356,97
IDA-DI;18/06/2019;2357,60
IDA-DI;19/06/2019;2358,22
IDA-DI;21/06/2019;2358,67
IDA-DI;24/06/2019;2359,33
IDA-DI;25/06/2019;2360,03
IDA-DI;26/06/2019;2360,66
IDA-DI;27/06/2019;2360,66
IDA-DI;28/06/2019;2361,87
IDA-DI;01/07/2019;2362,49
IDA-DI;02/07/2019;2363,17
IDA-DI;03/07/2019;2363,80
IDA-DI;04/07/2019;2364,36
IDA-DI;05/07/2019;2365,00
IDA-DI;08/07/2019;2365,59
IDA-DI;09/07/2019;2366,23
IDA-DI;10/07/2019;2366,79
IDA-DI;11/07/2019;2367,44
IDA-DI;12/07/2019;2368,08
IDA-DI;15/07/2019;2368,73
IDA-DI;16/07/2019;2369,43
IDA-DI;17/07/2019;2370,08
IDA-DI;18/07/2019;2370,66
IDA-DI;19/07/2019;2371,34
IDA-DI;22/07/2019;2371,98
IDA-DI;23/07/2019;2372,46
IDA-DI;24/07/2019;2373,20
IDA-DI;25/07/2019;2373,78
IDA-DI;26/07/2019;2374,41
IDA-DI;29/07/2019;2374,95
IDA-DI;30/07/2019;2375,46
IDA-DI;31/07/2019;2376,17
IDA-DI;01/08/2019;2376,76
IDA-DI;02/08/2019;2377,34
IDA-DI;05/08/2019;2378,02
IDA-DI;06/08/2019;2378,49
IDA-DI;07/08/2019;2378,96
IDA-DI;08/08/2019;2379,50
IDA-DI;09/08/2019;2380,06
IDA-DI;12/08/2019;2380,69
IDA-DI;13/08/2019;2381,24
IDA-DI;14/08/2019;2381,92
IDA-DI;15/08/2019;2382,42
IDA-DI;16/08/2019;2382,90
IDA-DI;19/08/2019;2383,49
IDA-DI;20/08/2019;2384,06
IDA-DI;21/08/2019;2384,60
IDA-DI;22/08/2019;2385,14
IDA-DI;23/08/2019;2385,68
IDA-DI;26/08/2019;2386,24
IDA-DI;27/08/2019;2386,76
IDA-DI;28/08/2019;2387,29
IDA-DI;29/08/2019;2387,79
IDA-DI;30/08/2019;2388,31
IDA-DI;02/09/2019;2388,92
IDA-DI;03/09/2019;2389,38
IDA-DI;04/09/2019;2389,91
IDA-DI;05/09/2019;2390,34
IDA-DI;06/09/2019;2390,87
IDA-DI;09/09/2019;2391,37
IDA-DI;10/09/2019;2391,84
IDA-DI;11/09/2019;2392,33
IDA-DI;12/09/2019;2392,93
IDA-DI;13/09/2019;2393,57
IDA-DI;16/09/2019;2394,17
IDA-DI;17/09/2019;2394,71
IDA-DI;18/09/2019;2395,28
IDA-DI;19/09/2019;2395,78
IDA-DI;20/09/2019;2396,30
IDA-DI;23/09/2019;2396,75
IDA-DI;24/09/2019;2397,33
IDA-DI;25/09/2019;2397,86
IDA-DI;26/09/2019;2398,53
IDA-DI;27/09/2019;2399,00
IDA-DI;30/09/2019;2399,51
IDA-DI;01/10/2019;2399,95
IDA-DI;02/10/2019;2400,33
IDA-DI;03/10/2019;2400,75
IDA-DI;04/10/2019;2401,25
IDA-DI;07/10/2019;2401,59
IDA-DI;08/10/2019;2401,76
IDA-DI;09/10/2019;2402,08
IDA-DI;10/10/2019;2402,37
IDA-DI;11/10/2019;2402,72
IDA-DI;14/10/2019;2402,89
IDA-DI;15/10/2019;2403,05
IDA-DI;16/10/2019;2403,41
IDA-DI;17/10/2019;2403,57
IDA-DI;18/10/2019;2403,76
IDA-DI;21/10/2019;2403,89
IDA-DI;22/10/2019;2403,87
IDA-DI;23/10/2019;2404,01
IDA-DI;24/10/2019;2403,66
IDA-DI;25/10/2019;2403,03
IDA-DI;28/10/2019;2402,38
IDA-DI;29/10/2019;2402,13
IDA-DI;30/10/2019;2401,48
IDA-DI;31/10/2019;2401,02
IDA-DI;01/11/2019;2400,62
IDA-DI;04/11/2019;2400,83
IDA-DI;05/11/2019;2400,53
IDA-DI;06/11/2019;2400,16
IDA-DI;07/11/2019;2400,09
IDA-DI;08/11/2019;2399,42
IDA-DI;11/11/2019;2399,11
IDA-DI;12/11/2019;2398,28
IDA-DI;13/11/2019;2398,26
IDA-DI;14/11/2019;2398,00
IDA-DI;18/11/2019;2397,72
IDA-DI;19/11/2019;2397,43
IDA-DI;20/11/2019;2397,97
IDA-DI;21/11/2019;2398,09
IDA-DI;22/11/2019;2398,57
IDA-DI;25/11/2019;2398,78
IDA-DI;26/11/2019;2398,86
IDA-DI;27/11/2019;2399,09
IDA-DI;28/11/2019;2399,35
IDA-DI;29/11/2019;2399,38
IDA-DI;02/12/2019;2399,14
IDA-DI;03/12/2019;2399,20
IDA-DI;04/12/2019;2399,77
IDA-DI;05/12/2019;2399,81
IDA-DI;06/12/2019;2400,70
IDA-DI;09/12/2019;2401,28
IDA-DI;10/12/2019;2402,10
IDA-DI;11/12/2019;2402,63
IDA-DI;12/12/2019;2403,42
IDA-DI;13/12/2019;2403,86
IDA-DI;16/12/2019;2404,19
IDA-DI;17/12/2019;2404,31
IDA-DI;18/12/2019;2404,99
IDA-DI;19/12/2019;2405,19
IDA-DI;20/12/2019;2405,92
IDA-DI;23/12/2019;2406,57
IDA-DI;24/12/2019;2407,07
IDA-DI;26/12/2019;2407,90
IDA-DI;27/12/2019;2408,51
IDA-DI;30/12/2019;2409,26
IDA-DI;31/12/2019;2409,76
IDA-DI;02/01/2020;2410,15
IDA-DI;03/01/2020;2410,56
IDA-DI;06/01/2020;2410,97
IDA-DI;07/01/2020;2411,78
IDA-DI;08/01/2020;2412,57
IDA-DI;09/01/2020;2413,26
IDA-DI;10/01/2020;2413,83
IDA-DI;13/01/2020;2414,30
IDA-DI;14/01/2020;2415,02
IDA-DI;15/01/2020;2415,71
IDA-DI;16/01/2020;2416,05
IDA-DI;17/01/2020;2416,60
IDA-DI;20/01/2020;2417,09
IDA-DI;21/01/2020;2417,67
IDA-DI;22/01/2020;2418,29
IDA-DI;23/01/2020;2418,66
IDA-DI;24/01/2020;2419,22
IDA-DI;27/01/2020;2419,93
IDA-DI;28/01/2020;2420,55
IDA-DI;29/01/2020;2421,05
IDA-DI;30/01/2020;2421,50
IDA-DI;31/01/2020;2421,87
IDA-DI;03/02/2020;2422,37
IDA-DI;04/02/2020;2422,79
IDA-DI;05/02/2020;2423,37
IDA-DI;06/02/2020;2423,71
IDA-DI;07/02/2020;2423,97
IDA-DI;10/02/2020;2424,45
IDA-DI;11/02/2020;2424,96
IDA-DI;12/02/2020;2425,43
IDA-DI;13/02/2020;2425,76
IDA-DI;14/02/2020;2426,45
IDA-DI;17/02/2020;2426,76
IDA-DI;18/02/2020;2427,13
IDA-DI;19/02/2020;2427,48
IDA-DI;20/02/2020;2427,84
IDA-DI;21/02/2020;2428,20
IDA-DI;26/02/2020;2428,46
IDA-DI;27/02/2020;2429,09
IDA-DI;28/02/2020;2429,34
IDA-DI;02/03/2020;2430,01
IDA-DI;03/03/2020;2430,34
IDA-DI;04/03/2020;2430,66
IDA-DI;05/03/2020;2430,33
IDA-DI;06/03/2020;2430,55
IDA-DI;09/03/2020;2430,03
IDA-DI;10/03/2020;2430,00
IDA-DI;11/03/2020;2427,38
IDA-DI;12/03/2020;2424,01
IDA-DI;13/03/2020;2425,90
IDA-DI;16/03/2020;2425,69
IDA-DI;17/03/2020;2426,68
IDA-DI;18/03/2020;2419,76
IDA-DI;19/03/2020;2413,66
IDA-DI;20/03/2020;2403,61
IDA-DI;23/03/2020;2390,58
IDA-DI;24/03/2020;2374,49
IDA-DI;25/03/2020;2357,52
IDA-DI;26/03/2020;2343,57
IDA-DI;27/03/2020;2330,00
IDA-DI;30/03/2020;2320,96
IDA-DI;31/03/2020;2311,09
IDA-DI;01/04/2020;2302,60
IDA-DI;02/04/2020;2298,22
IDA-DI;03/04/2020;2290,60
IDA-DI;06/04/2020;2286,16
IDA-DI;07/04/2020;2280,73
IDA-DI;08/04/2020;2276,40
IDA-DI;09/04/2020;2272,83
IDA-DI;13/04/2020;2271,72
IDA-DI;14/04/2020;2272,61
IDA-DI;15/04/2020;2276,57
IDA-DI;16/04/2020;2283,63
IDA-DI;17/04/2020;2291,75
IDA-DI;20/04/2020;2300,86
IDA-DI;22/04/2020;2308,52
IDA-DI;23/04/2020;2312,28
IDA-DI;24/04/2020;2306,21
IDA-DI;27/04/2020;2307,53
IDA-DI;28/04/2020;2316,56
IDA-DI;29/04/2020;2319,77
IDA-DI;30/04/2020;2322,38
IDA-DI;04/05/2020;2323,05
IDA-DI;05/05/2020;2326,11
IDA-DI;06/05/2020;2328,21
IDA-DI;07/05/2020;2329,06
IDA-DI;08/05/2020;2331,75
IDA-DI;11/05/2020;2332,24
IDA-DI;12/05/2020;2330,44
IDA-DI;13/05/2020;2329,34
IDA-DI;14/05/2020;2329,34
IDA-DI;15/05/2020;2331,12
IDA-DI;18/05/2020;2332,39
IDA-DI;19/05/2020;2332,74
IDA-DI;20/05/2020;2332,94
IDA-DI;21/05/2020;2334,09
IDA-DI;22/05/2020;2333,98
IDA-DI;25/05/2020;2337,33
IDA-DI;26/05/2020;2337,89
IDA-DI;27/05/2020;2338,67
IDA-DI;28/05/2020;2339,32
IDA-DI;29/05/2020;2340,46
IDA-DI;01/06/2020;2341,55
IDA-DI;02/06/2020;2343,26
IDA-DI;03/06/2020;2344,17
IDA-DI;04/06/2020;2343,89
IDA-DI;05/06/2020;2343,23
IDA-DI;08/06/2020;2343,89
IDA-DI;09/06/2020;2344,60
IDA-DI;10/06/2020;2346,49
IDA-DI;12/06/2020;2347,30
IDA-DI;15/06/2020;2347,81
IDA-DI;16/06/2020;2348,11
IDA-DI;17/06/2020;2349,53
IDA-DI;18/06/2020;2348,87
IDA-DI;19/06/2020;2350,95
IDA-DI;22/06/2020;2351,24
IDA-DI;23/06/2020;2353,24
IDA-DI;24/06/2020;2353,24
IDA-DI;25/06/2020;2356,88
IDA-DI;26/06/2020;2358,99
IDA-DI;29/06/2020;2361,53
IDA-DI;30/06/2020;2364,24
IDA-DI;01/07/2020;2366,14
IDA-DI;02/07/2020;2367,19
IDA-DI;03/07/2020;2369,21
IDA-DI;06/07/2020;2370,53
IDA-DI;07/07/2020;2371,33
IDA-DI;08/07/2020;2372,25
IDA-DI;09/07/2020;2373,88
IDA-DI;10/07/2020;2376,01
IDA-DI;13/07/2020;2377,25
IDA-DI;14/07/2020;2378,73
IDA-DI;15/07/2020;2380,04
IDA-DI;16/07/2020;2381,25
IDA-DI;17/07/2020;2383,64
IDA-DI;20/07/2020;2384,76
IDA-DI;21/07/2020;2385,04
IDA-DI;22/07/2020;2385,92
IDA-DI;23/07/2020;2387,02
IDA-DI;24/07/2020;2389,72
IDA-DI;27/07/2020;2391,70
IDA-DI;28/07/2020;2392,80
IDA-DI;29/07/2020;2392,80
IDA-DI;30/07/2020;2397,15
IDA-DI;31/07/2020;2398,90
IDA-DI;03/08/2020;2400,09
IDA-DI;04/08/2020;2400,12
IDA-DI;05/08/2020;2400,27
IDA-DI;06/08/2020;2402,98
IDA-DI;07/08/2020;2403,64
IDA-DI;10/08/2020;2404,72
IDA-DI;11/08/2020;2405,49
IDA-DI;12/08/2020;2405,44
IDA-DI;13/08/2020;2405,67
IDA-DI;14/08/2020;2406,53
IDA-DI;17/08/2020;2407,07
IDA-DI;18/08/2020;2409,87
IDA-DI;19/08/2020;2410,21
IDA-DI;20/08/2020;2411,53
IDA-DI;21/08/2020;2413,06
IDA-DI;24/08/2020;2414,74
IDA-DI;25/08/2020;2415,84
IDA-DI;26/08/2020;2415,63
IDA-DI;27/08/2020;2416,75
IDA-DI;28/08/2020;2418,59
IDA-DI;31/08/2020;2419,40
IDA-DI;01/09/2020;2421,44
IDA-DI;02/09/2020;2422,02
IDA-DI;03/09/2020;2423,40
IDA-DI;04/09/2020;2424,70
IDA-DI;08/09/2020;2424,68
IDA-DI;09/09/2020;2425,93
IDA-DI;10/09/2020;2426,03
IDA-DI;11/09/2020;2427,00
IDA-DI;14/09/2020;2428,18
IDA-DI;15/09/2020;2428,19
IDA-DI;16/09/2020;2428,21
IDA-DI;17/09/2020;2429,44
IDA-DI;18/09/2020;2428,59
IDA-DI;21/09/2020;2428,69
IDA-DI;22/09/2020;2429,91
IDA-DI;23/09/2020;2429,86
IDA-DI;24/09/2020;2431,93
IDA-DI;25/09/2020;2432,47
IDA-DI;28/09/2020;2431,11
IDA-DI;29/09/2020;2430,91
IDA-DI;30/09/2020;2432,13
IDA-DI;01/10/2020;2432,06
IDA-DI;02/10/2020;2431,12
IDA-DI;05/10/2020;2433,03
IDA-DI;06/10/2020;2432,78
IDA-DI;07/10/2020;2433,44
IDA-DI;08/10/2020;2434,57
IDA-DI;09/10/2020;2434,88
IDA-DI;13/10/2020;2435,87
IDA-DI;14/10/2020;2436,43
IDA-DI;15/10/2020;2435,80
IDA-DI;16/10/2020;2435,76
IDA-DI;19/10/2020;2437,11
IDA-DI;20/10/2020;2438,24
IDA-DI;21/10/2020;2438,35
IDA-DI;22/10/2020;2438,42
IDA-DI;23/10/2020;2437,57
IDA-DI;26/10/2020;2438,15
IDA-DI;27/10/2020;2438,59
IDA-DI;28/10/2020;2438,62
IDA-DI;29/10/2020;2439,55
IDA-DI;30/10/2020;2439,70
IDA-DI;03/11/2020;2439,70
IDA-DI;04/11/2020;2440,72
IDA-DI;05/11/2020;2441,46
IDA-DI;06/11/2020;2442,49
IDA-DI;09/11/2020;2443,43
IDA-DI;10/11/2020;2443,67
IDA-DI;11/11/2020;2443,38
IDA-DI;12/11/2020;2443,86
IDA-DI;13/11/2020;2444,72
IDA-DI;16/11/2020;2445,72
IDA-DI;17/11/2020;2446,43
IDA-DI;18/11/2020;2446,47
IDA-DI;19/11/2020;2446,70
IDA-DI;20/11/2020;2446,40
IDA-DI;23/11/2020;2446,40
IDA-DI;24/11/2020;2447,39
IDA-DI;25/11/2020;2448,17
IDA-DI;26/11/2020;2443,75
IDA-DI;27/11/2020;2444,52
IDA-DI;30/11/2020;2449,69
IDA-DI;01/12/2020;2451,03
IDA-DI;02/12/2020;2452,28
IDA-DI;03/12/2020;2453,73
IDA-DI;04/12/2020;2453,91
IDA-DI;07/12/2020;2454,46
IDA-DI;08/12/2020;2454,82
IDA-DI;09/12/2020;2454,98
IDA-DI;10/12/2020;2455,58
IDA-DI;11/12/2020;2456,28
IDA-DI;14/12/2020;2456,67
IDA-DI;15/12/2020;2457,16
IDA-DI;16/12/2020;2456,92
IDA-DI;17/12/2020;2456,94
IDA-DI;18/12/2020;2457,29
IDA-DI;21/12/2020;2457,74
IDA-DI;22/12/2020;2458,57
IDA-DI;23/12/2020;2459,47
IDA-DI;24/12/2020;2459,81
IDA-DI;28/12/2020;2459,71
IDA-DI;29/12/2020;2460,57
IDA-DI;30/12/2020;2461,09
IDA-DI;31/12/2020;2461,43
IDA-DI;04/01/2021;2461,85
IDA-DI;05/01/2021;2461,67
IDA-DI;06/01/2021;2461,64
IDA-DI;07/01/2021;2461,21
IDA-DI;08/01/2021;2461,61
IDA-DI;11/01/2021;2461,28
IDA-DI;12/01/2021;2462,64
IDA-DI;13/01/2021;2462,24
IDA-DI;14/01/2021;2463,35
IDA-DI;15/01/2021;2463,93
IDA-DI;18/01/2021;2464,88
IDA-DI;19/01/2021;2465,56
IDA-DI;20/01/2021;2466,11
IDA-DI;21/01/2021;2466,15
IDA-DI;22/01/2021;2466,15
IDA-DI;25/01/2021;2466,50
IDA-DI;26/01/2021;2467,69
IDA-DI;27/01/2021;2468,31
IDA-DI;28/01/2021;2469,45
IDA-DI;29/01/2021;2470,62
IDA-DI;01/02/2021;2471,43
IDA-DI;02/02/2021;2472,43
IDA-DI;03/02/2021;2473,17
IDA-DI;04/02/2021;2473,70
IDA-DI;05/02/2021;2474,22
IDA-DI;08/02/2021;2475,15
IDA-DI;09/02/2021;2475,71
IDA-DI;10/02/2021;2477,13
IDA-DI;11/02/2021;2478,37
IDA-DI;12/02/2021;2479,30
IDA-DI;17/02/2021;2479,38
IDA-DI;18/02/2021;2480,33
IDA-DI;19/02/2021;2480,60
IDA-DI;22/02/2021;2481,01
IDA-DI;23/02/2021;2482,06
IDA-DI;24/02/2021;2482,26
IDA-DI;25/02/2021;2482,32
IDA-DI;26/02/2021;2483,21
IDA-DI;01/03/2021;2483,71
IDA-DI;02/03/2021;2484,30
IDA-DI;03/03/2021;2484,98
IDA-DI;04/03/2021;2487,74
IDA-DI;05/03/2021;2489,06
IDA-DI;08/03/2021;2488,21
IDA-DI;09/03/2021;2487,93
IDA-DI;10/03/2021;2488,02
IDA-DI;11/03/2021;2488,18
IDA-DI;12/03/2021;2488,29
IDA-DI;15/03/2021;2488,60
IDA-DI;16/03/2021;2489,45
IDA-DI;17/03/2021;2490,05
IDA-DI;18/03/2021;2490,66
IDA-DI;19/03/2021;2491,56
IDA-DI;22/03/2021;2492,46
IDA-DI;23/03/2021;2493,09
IDA-DI;24/03/2021;2493,49
IDA-DI;25/03/2021;2494,80
IDA-DI;26/03/2021;2495,48
IDA-DI;29/03/2021;2496,01
IDA-DI;30/03/2021;2497,69
IDA-DI;31/03/2021;2498,87
IDA-DI;01/04/2021;2499,31
IDA-DI;05/04/2021;2499,92
IDA-DI;06/04/2021;2500,36
IDA-DI;07/04/2021;2500,55
IDA-DI;08/04/2021;2501,82
IDA-DI;09/04/2021;2502,18
IDA-DI;12/04/2021;2503,15
IDA-DI;13/04/2021;2503,43
IDA-DI;14/04/2021;2504,37
IDA-DI;15/04/2021;2505,19
IDA-DI;16/04/2021;2505,99
IDA-DI;19/04/2021;2506,81
IDA-DI;20/04/2021;2507,30
IDA-DI;22/04/2021;2508,71
IDA-DI;23/04/2021;2509,57
IDA-DI;26/04/2021;2510,44
IDA-DI;27/04/2021;2511,18
IDA-DI;28/04/2021;2511,87
IDA-DI;29/04/2021;2512,43
IDA-DI;30/04/2021;2512,79
IDA-DI;03/05/2021;2512,94
IDA-DI;04/05/2021;2513,09
IDA-DI;05/05/2021;2513,81
IDA-DI;06/05/2021;2514,30
IDA-DI;07/05/2021;2514,73
IDA-DI;10/05/2021;2515,73
IDA-DI;11/05/2021;2516,51
IDA-DI;12/05/2021;2516,66
IDA-DI;13/05/2021;2517,28
IDA-DI;14/05/2021;2517,60
IDA-DI;17/05/2021;2518,22
IDA-DI;18/05/2021;2518,70
IDA-DI;19/05/2021;2519,21
IDA-DI;20/05/2021;2520,05
IDA-DI;21/05/2021;2520,63
IDA-DI;24/05/2021;2520,95
IDA-DI;25/05/2021;2521,64
IDA-DI;26/05/2021;2522,39
IDA-DI;27/05/2021;2523,04
IDA-DI;28/05/2021;2523,63
IDA-DI;31/05/2021;2523,89
IDA-DI;01/06/2021;2524,29
IDA-DI;02/06/2021;2525,14
IDA-DI;04/06/2021;2525,84
IDA-DI;07/06/2021;2526,19
IDA-DI;08/06/2021;2526,83
IDA-DI;09/06/2021;2527,18
IDA-DI;10/06/2021;2527,69
IDA-DI;11/06/2021;2528,05
IDA-DI;14/06/2021;2528,81
IDA-DI;15/06/2021;2529,67
IDA-DI;16/06/2021;2530,59
IDA-DI;17/06/2021;2531,00
IDA-DI;18/06/2021;2531,32
IDA-DI;21/06/2021;2532,24
IDA-DI;22/06/2021;2532,67
IDA-DI;23/06/2021;2533,41
IDA-DI;24/06/2021;2534,28
IDA-DI;25/06/2021;2535,05
IDA-DI;28/06/2021;2536,15
IDA-DI;29/06/2021;2537,05
IDA-DI;30/06/2021;2537,67
IDA-DI;01/07/2021;2538,21
IDA-DI;02/07/2021;2538,87
IDA-DI;05/07/2021;2539,43
IDA-DI;06/07/2021;2539,99
IDA-DI;07/07/2021;2540,92
IDA-DI;08/07/2021;2541,71
IDA-DI;09/07/2021;2542,27
IDA-DI;12/07/2021;2543,07
IDA-DI;13/07/2021;2543,71
IDA-DI;14/07/2021;2544,80
IDA-DI;15/07/2021;2545,68
IDA-DI;16/07/2021;2546,57
IDA-DI;19/07/2021;2547,32
IDA-DI;20/07/2021;2548,15
IDA-DI;21/07/2021;2549,02
IDA-DI;22/07/2021;2549,71
IDA-DI;23/07/2021;2550,18
IDA-DI;26/07/2021;2550,98
IDA-DI;27/07/2021;2551,61
IDA-DI;28/07/2021;2552,44
IDA-DI;29/07/2021;2553,31
IDA-DI;30/07/2021;2554,35
IDA-DI;02/08/2021;2555,06
IDA-DI;03/08/2021;2555,79
IDA-DI;04/08/2021;2556,53
IDA-DI;05/08/2021;2556,96
IDA-DI;06/08/2021;2557,84
IDA-DI;09/08/2021;2558,60
IDA-DI;10/08/2021;2559,68
IDA-DI;11/08/2021;2560,71
IDA-DI;12/08/2021;2561,58
IDA-DI;13/08/2021;2562,36
IDA-DI;16/08/2021;2563,35
IDA-DI;17/08/2021;2564,31
IDA-DI;18/08/2021;2565,00
IDA-DI;19/08/2021;2565,86
IDA-DI;20/08/2021;2566,75
IDA-DI;23/08/2021;2567,37
IDA-DI;24/08/2021;2568,39
IDA-DI;25/08/2021;2569,36
IDA-DI;26/08/2021;2570,07
IDA-DI;27/08/2021;2571,02
IDA-DI;30/08/2021;2571,93
IDA-DI;31/08/2021;2572,95
IDA-DI;01/09/2021;2573,90
IDA-DI;02/09/2021;2574,80
IDA-DI;03/09/2021;2575,58
IDA-DI;06/09/2021;2576,41
IDA-DI;08/09/2021;2577,06
IDA-DI;09/09/2021;2577,63
IDA-DI;10/09/2021;2578,56
IDA-DI;13/09/2021;2579,60
IDA-DI;14/09/2021;2580,58
IDA-DI;15/09/2021;2581,36
IDA-DI;16/09/2021;2582,17
IDA-DI;17/09/2021;2583,02
IDA-DI;20/09/2021;2583,98
IDA-DI;21/09/2021;2585,13
IDA-DI;22/09/2021;2586,06
IDA-DI;23/09/2021;2586,83
IDA-DI;24/09/2021;2587,86
IDA-DI;27/09/2021;2588,71
IDA-DI;28/09/2021;2589,76
IDA-DI;29/09/2021;2590,75
IDA-DI;30/09/2021;2591,70
IDA-DI;01/10/2021;2592,76
IDA-DI;04/10/2021;2593,69
IDA-DI;05/10/2021;2594,68
IDA-DI;06/10/2021;2595,81
IDA-DI;07/10/2021;2597,01
IDA-DI;08/10/2021;2598,10
IDA-DI;11/10/2021;2598,90
IDA-DI;13/10/2021;2599,86
IDA-DI;14/10/2021;2600,87
IDA-DI;15/10/2021;2601,89
IDA-DI;18/10/2021;2602,82
IDA-DI;19/10/2021;2603,54
IDA-DI;20/10/2021;2604,51
IDA-DI;21/10/2021;2605,34
IDA-DI;22/10/2021;2606,15
IDA-DI;25/10/2021;2606,85
IDA-DI;26/10/2021;2607,43
IDA-DI;27/10/2021;2608,20
IDA-DI;28/10/2021;2608,48
IDA-DI;29/10/2021;2609,41
IDA-DI;01/11/2021;2610,21
IDA-DI;03/11/2021;2611,17
IDA-DI;04/11/2021;2611,80
IDA-DI;05/11/2021;2612,62
IDA-DI;08/11/2021;2613,43
IDA-DI;09/11/2021;2614,37
IDA-DI;10/11/2021;2615,27
IDA-DI;11/11/2021;2616,37
IDA-DI;12/11/2021;2617,37
IDA-DI;16/11/2021;2618,20
IDA-DI;17/11/2021;2619,03
IDA-DI;18/11/2021;2619,91
IDA-DI;19/11/2021;2620,60
IDA-DI;22/11/2021;2621,21
IDA-DI;23/11/2021;2621,92
IDA-DI;24/11/2021;2622,71
IDA-DI;25/11/2021;2623,54
IDA-DI;26/11/2021;2624,24
IDA-DI;29/11/2021;2625,37
IDA-DI;30/11/2021;2626,28
IDA-DI;01/12/2021;2627,14
IDA-DI;02/12/2021;2628,14
IDA-DI;03/12/2021;2629,13
IDA-DI;06/12/2021;2630,08
IDA-DI;07/12/2021;2631,02
IDA-DI;08/12/2021;2631,92
IDA-DI;09/12/2021;2632,65
IDA-DI;10/12/2021;2633,65
IDA-DI;13/12/2021;2634,44
IDA-DI;14/12/2021;2635,34
IDA-DI;15/12/2021;2636,41
IDA-DI;16/12/2021;2637,31
IDA-DI;17/12/2021;2638,10
IDA-DI;20/12/2021;2639,19
IDA-DI;21/12/2021;2640,19
IDA-DI;22/12/2021;2641,13
IDA-DI;23/12/2021;2641,93
IDA-DI;24/12/2021;2643,00
IDA-DI;27/12/2021;2643,89
IDA-DI;28/12/2021;2644,88
IDA-DI;29/12/2021;2645,92
IDA-DI;30/12/2021;2646,97
IDA-DI;31/12/2021;2648,04
IDA-DI;03/01/2022;2649,12
IDA-DI;04/01/2022;2650,06
IDA-DI;05/01/2022;2651,17
IDA-DI;06/01/2022;2652,43
IDA-DI;07/01/2022;2653,70
IDA-DI;10/01/2022;2654,91
IDA-DI;11/01/2022;2656,11
IDA-DI;12/01/2022;2657,32
IDA-DI;13/01/2022;2658,41
IDA-DI;14/01/2022;2659,45
IDA-DI;17/01/2022;2660,48
IDA-DI;18/01/2022;2661,46
IDA-DI;19/01/2022;2662,45
IDA-DI;20/01/2022;2663,46
IDA-DI;21/01/2022;2664,43
IDA-DI;24/01/2022;2665,56
IDA-DI;25/01/2022;2666,68
IDA-DI;26/01/2022;2667,78
IDA-DI;27/01/2022;2668,77
IDA-DI;28/01/2022;2669,80
IDA-DI;31/01/2022;2670,81
IDA-DI;01/02/2022;2671,87
IDA-DI;02/02/2022;2672,97
IDA-DI;03/02/2022;2674,05
IDA-DI;04/02/2022;2675,27
IDA-DI;07/02/2022;2676,61
IDA-DI;08/02/2022;2677,89
IDA-DI;09/02/2022;2679,28
IDA-DI;10/02/2022;2680,61
IDA-DI;11/02/2022;2681,89
IDA-DI;14/02/2022;2683,27
IDA-DI;15/02/2022;2684,70
IDA-DI;16/02/2022;2686,11
IDA-DI;17/02/2022;2687,46
IDA-DI;18/02/2022;2688,99
IDA-DI;21/02/2022;2690,15
IDA-DI;22/02/2022;2691,58
IDA-DI;23/02/2022;2693,05
IDA-DI;24/02/2022;2694,48
IDA-DI;25/02/2022;2695,86
IDA-DI;02/03/2022;2697,09
IDA-DI;03/03/2022;2698,31
IDA-DI;04/03/2022;2699,71
IDA-DI;07/03/2022;2701,06
IDA-DI;08/03/2022;2702,33
IDA-DI;09/03/2022;2703,57
IDA-DI;10/03/2022;2704,88
IDA-DI;11/03/2022;2706,15
IDA-DI;14/03/2022;2707,42
IDA-DI;15/03/2022;2708,76
IDA-DI;16/03/2022;2710,15
IDA-DI;17/03/2022;2711,56
IDA-DI;18/03/2022;2713,07
IDA-DI;21/03/2022;2714,36
IDA-DI;22/03/2022;2715,84
IDA-DI;23/03/2022;2717,28
IDA-DI;24/03/2022;2718,85
IDA-DI;25/03/2022;2720,37
IDA-DI;28/03/2022;2721,77
IDA-DI;29/03/2022;2723,11
IDA-DI;30/03/2022;2724,54
IDA-DI;31/03/2022;2726,06
IDA-DI;01/04/2022;2727,63
IDA-DI;04/04/2022;2729,07
IDA-DI;05/04/2022;2730,51
IDA-DI;06/04/2022;2731,79
IDA-DI;07/04/2022;2733,17
IDA-DI;08/04/2022;2734,46
IDA-DI;11/04/2022;2735,95
IDA-DI;12/04/2022;2737,40
IDA-DI;13/04/2022;2738,85
IDA-DI;14/04/2022;2740,19
IDA-DI;18/04/2022;2741,75
IDA-DI;19/04/2022;2743,21
IDA-DI;20/04/2022;2744,81
IDA-DI;22/04/2022;2746,26
IDA-DI;25/04/2022;2748,26
IDA-DI;26/04/2022;2749,68
IDA-DI;27/04/2022;2751,08
IDA-DI;28/04/2022;2752,46
IDA-DI;29/04/2022;2753,95
IDA-DI;02/05/2022;2755,41
IDA-DI;03/05/2022;2756,92
IDA-DI;04/05/2022;2758,40
IDA-DI;05/05/2022;2759,85
IDA-DI;06/05/2022;2761,38
IDA-DI;09/05/2022;2763,02
IDA-DI;10/05/2022;2764,81
IDA-DI;11/05/2022;2766,40
IDA-DI;12/05/2022;2767,99
IDA-DI;13/05/2022;2769,65
IDA-DI;16/05/2022;2771,07
